pp_no,condition,bin,bin_no,trial,muscle,rms,outlier1.5SD
pp482,913,bin_19,19,trial1,brow,3.6782,TRUE
pp482,913,bin_20,20,trial1,brow,2.0256,TRUE
pp483,285,bin_0,0,trial4,brow,24.4214,TRUE
pp483,285,bin_1,1,trial4,brow,39.4227,TRUE
pp483,285,bin_2,2,trial4,brow,19.981,TRUE
pp483,285,bin_3,3,trial4,brow,7.4482,TRUE
pp483,285,bin_4,4,trial4,brow,8.0403,TRUE
pp483,285,bin_5,5,trial4,brow,6.9214,TRUE
pp483,285,bin_6,6,trial4,brow,7.5044,TRUE
pp483,285,bin_7,7,trial4,brow,5.2799,TRUE
pp483,285,bin_8,8,trial4,brow,5.1973,TRUE
pp483,285,bin_9,9,trial4,brow,7.4173,TRUE
pp483,285,bin_10,10,trial4,brow,23.1103,TRUE
pp483,285,bin_11,11,trial4,brow,29.8769,TRUE
pp483,285,bin_12,12,trial4,brow,39.1249,TRUE
pp483,285,bin_13,13,trial4,brow,74.761,TRUE
pp483,285,bin_14,14,trial4,brow,31.8778,TRUE
pp483,285,bin_15,15,trial4,brow,26.6084,TRUE
pp483,285,bin_16,16,trial4,brow,13.2024,TRUE
pp483,285,bin_17,17,trial4,brow,20.4428,TRUE
pp483,285,bin_18,18,trial4,brow,8.9378,TRUE
pp483,285,bin_19,19,trial4,brow,12.4699,TRUE
pp483,285,bin_20,20,trial4,brow,37.3579,TRUE
pp483,913,bin_0,0,trial4,brow,28.1204,TRUE
pp483,913,bin_1,1,trial4,brow,37.1343,TRUE
pp483,913,bin_2,2,trial4,brow,89.96,TRUE
pp483,913,bin_3,3,trial4,brow,21.8692,TRUE
pp483,913,bin_4,4,trial4,brow,12.1615,TRUE
pp483,913,bin_5,5,trial4,brow,13.3988,TRUE
pp483,913,bin_6,6,trial4,brow,19.1844,TRUE
pp483,913,bin_7,7,trial4,brow,15.4214,TRUE
pp483,913,bin_8,8,trial4,brow,19.5819,TRUE
pp483,913,bin_9,9,trial4,brow,11.4056,TRUE
pp483,913,bin_10,10,trial4,brow,10.2506,TRUE
pp483,913,bin_11,11,trial4,brow,10.5328,TRUE
pp483,913,bin_12,12,trial4,brow,6.9452,TRUE
pp483,913,bin_13,13,trial4,brow,6.8861,TRUE
pp483,913,bin_14,14,trial4,brow,5.8707,TRUE
pp483,913,bin_15,15,trial4,brow,5.8407,TRUE
pp483,913,bin_16,16,trial4,brow,8.3524,TRUE
pp483,913,bin_17,17,trial4,brow,9.7884,TRUE
pp483,913,bin_18,18,trial4,brow,11.0872,TRUE
pp483,913,bin_19,19,trial4,brow,14.0338,TRUE
pp483,913,bin_20,20,trial4,brow,20.7186,TRUE
pp483,913,bin_0,0,trial5,cheek,36.8429,TRUE
pp483,913,bin_1,1,trial5,cheek,11.0487,TRUE
pp483,913,bin_2,2,trial5,cheek,8.5607,TRUE
pp483,913,bin_3,3,trial5,cheek,6.976,TRUE
pp483,913,bin_4,4,trial5,cheek,9.1906,TRUE
pp483,913,bin_5,5,trial5,cheek,4.4548,TRUE
pp483,913,bin_6,6,trial5,cheek,6.2305,TRUE
pp483,913,bin_7,7,trial5,cheek,5.713,TRUE
pp483,913,bin_8,8,trial5,cheek,4.4947,TRUE
pp483,913,bin_9,9,trial5,cheek,5.8985,TRUE
pp483,913,bin_10,10,trial5,cheek,4.6762,TRUE
pp483,913,bin_11,11,trial5,cheek,5.3712,TRUE
pp483,913,bin_12,12,trial5,cheek,5.6432,TRUE
pp483,913,bin_13,13,trial5,cheek,5.2357,TRUE
pp483,913,bin_14,14,trial5,cheek,4.3837,TRUE
pp483,913,bin_15,15,trial5,cheek,4.3585,TRUE
pp483,913,bin_16,16,trial5,cheek,8.8314,TRUE
pp483,913,bin_17,17,trial5,cheek,6.4085,TRUE
pp483,913,bin_18,18,trial5,cheek,5.1188,TRUE
pp483,913,bin_19,19,trial5,cheek,5.1122,TRUE
pp483,913,bin_20,20,trial5,cheek,5.9238,TRUE
pp485,913,bin_0,0,trial7,brow,27.0412,TRUE
pp485,913,bin_1,1,trial7,brow,26.5017,TRUE
pp485,913,bin_2,2,trial7,brow,22.3316,TRUE
pp485,913,bin_3,3,trial7,brow,25.6497,TRUE
pp485,913,bin_4,4,trial7,brow,25.3252,TRUE
pp485,913,bin_5,5,trial7,brow,28.8929,TRUE
pp485,913,bin_6,6,trial7,brow,27.6644,TRUE
pp485,913,bin_7,7,trial7,brow,22.5305,TRUE
pp485,913,bin_8,8,trial7,brow,29.7936,TRUE
pp485,913,bin_9,9,trial7,brow,54.1564,TRUE
pp485,913,bin_10,10,trial7,brow,83.2932,TRUE
pp485,913,bin_11,11,trial7,brow,55.5411,TRUE
pp485,913,bin_12,12,trial7,brow,91.946,TRUE
pp485,913,bin_13,13,trial7,brow,91.5642,TRUE
pp485,913,bin_14,14,trial7,brow,62.5237,TRUE
pp485,913,bin_15,15,trial7,brow,63.5508,TRUE
pp485,913,bin_16,16,trial7,brow,52.4237,TRUE
pp485,913,bin_17,17,trial7,brow,36.1062,TRUE
