"","pp_no","condition","trial","muscle","bin","Zdiff"
"409","pp481","673","trial3","brow","diff_bin9",-0.152788995080806
"410","pp481","673","trial3","brow","diff_bin10",-0.343434019618679
"411","pp481","673","trial3","brow","diff_bin11",-0.231745856519833
"412","pp481","673","trial3","brow","diff_bin12",-0.510798873660506
"413","pp481","673","trial3","brow","diff_bin13",-0.436619082605347
"414","pp481","673","trial3","brow","diff_bin14",-0.439065560699511
"415","pp481","673","trial3","brow","diff_bin15",-0.189576299896739
"416","pp481","673","trial3","brow","diff_bin16",-0.532842928908976
"417","pp481","673","trial3","brow","diff_bin17",-0.260730183835432
"418","pp481","673","trial3","brow","diff_bin18",-0.052354631215115
"419","pp481","673","trial3","brow","diff_bin19",0.0923352337539574
"420","pp481","673","trial3","brow","diff_bin20",-0.0552904049281122
"421","pp481","673","trial3","cheek","diff_bin1",NA
"422","pp481","673","trial3","cheek","diff_bin2",NA
"423","pp481","673","trial3","cheek","diff_bin3",NA
"424","pp481","673","trial3","cheek","diff_bin4",NA
"425","pp481","673","trial3","cheek","diff_bin5",NA
"426","pp481","673","trial3","cheek","diff_bin6",NA
"427","pp481","673","trial3","cheek","diff_bin7",NA
"428","pp481","673","trial3","cheek","diff_bin8",NA
"429","pp481","673","trial3","cheek","diff_bin9",NA
"430","pp481","673","trial3","cheek","diff_bin10",NA
"431","pp481","673","trial3","cheek","diff_bin11",NA
"432","pp481","673","trial3","cheek","diff_bin12",NA
"433","pp481","673","trial3","cheek","diff_bin13",NA
"434","pp481","673","trial3","cheek","diff_bin14",NA
"435","pp481","673","trial3","cheek","diff_bin15",NA
"436","pp481","673","trial3","cheek","diff_bin16",NA
"437","pp481","673","trial3","cheek","diff_bin17",NA
"438","pp481","673","trial3","cheek","diff_bin18",NA
