"","pp_no","condition","trial","muscle","bin","Zdiff"
"360","pp4811","429","trial2","cheek","diff_bin10",-0.222486578450796
"361","pp4811","429","trial3","brow","diff_bin1",0.460593498828735
"362","pp4811","429","trial3","brow","diff_bin2",-0.16617920997424
"363","pp4811","429","trial3","brow","diff_bin3",-1.01610825045842
"364","pp4811","429","trial3","brow","diff_bin4",0.252229773168117
"365","pp4811","429","trial3","brow","diff_bin5",0.0226884945719343
"366","pp4811","429","trial3","brow","diff_bin6",-0.826314484909307
"367","pp4811","429","trial3","brow","diff_bin7",0.970195120733903
"368","pp4811","429","trial3","brow","diff_bin8",-0.784812329961935
"369","pp4811","429","trial3","brow","diff_bin9",-0.67037068602015
"370","pp4811","429","trial3","brow","diff_bin10",-0.680338026814909
"371","pp4811","429","trial3","cheek","diff_bin1",0.450034671544886
"372","pp4811","429","trial3","cheek","diff_bin2",-0.442552432506976
"373","pp4811","429","trial3","cheek","diff_bin3",3.06617754456474
"374","pp4811","429","trial3","cheek","diff_bin4",0.155806624671774
"375","pp4811","429","trial3","cheek","diff_bin5",1.33667999753723
"376","pp4811","429","trial3","cheek","diff_bin6",0.142602673428404
"377","pp4811","429","trial3","cheek","diff_bin7",-0.112453651422707
"378","pp4811","429","trial3","cheek","diff_bin8",1.66369785666471
"379","pp4811","429","trial3","cheek","diff_bin9",-0.373451754333336
"380","pp4811","429","trial3","cheek","diff_bin10",0.909752240668244
"381","pp4811","429","trial4","brow","diff_bin1",-0.344129142696326
"382","pp4811","429","trial4","brow","diff_bin2",0.395428048253706
"383","pp4811","429","trial4","brow","diff_bin3",0.792683848486892
"384","pp4811","429","trial4","brow","diff_bin4",-0.326144063218252
"385","pp4811","429","trial4","brow","diff_bin5",0.056075430730419
"386","pp4811","429","trial4","brow","diff_bin6",0.325437332452853
"387","pp4811","429","trial4","brow","diff_bin7",-0.0559535805984541
"388","pp4811","429","trial4","brow","diff_bin8",-0.221450429833689
"389","pp4811","429","trial4","brow","diff_bin9",0.159599302848115
"390","pp4811","429","trial4","brow","diff_bin10",0.905565810739521
"391","pp4811","429","trial4","cheek","diff_bin1",-1.29376715599628
"392","pp4811","429","trial4","cheek","diff_bin2",1.4975481368523
"393","pp4811","429","trial4","cheek","diff_bin3",-0.635770252368301
"394","pp4811","429","trial4","cheek","diff_bin4",-0.918995006538603
"395","pp4811","429","trial4","cheek","diff_bin5",0.00704210732979793
"396","pp4811","429","trial4","cheek","diff_bin6",0.229968817488708
"397","pp4811","429","trial4","cheek","diff_bin7",-0.936820340717154
"398","pp4811","429","trial4","cheek","diff_bin8",-1.31049216090455
"399","pp4811","429","trial4","cheek","diff_bin9",0.396998800717347
"400","pp4811","429","trial4","cheek","diff_bin10",0.278603371235123
"401","pp4811","429","trial5","brow","diff_bin1",-0.312618698570106
"402","pp4811","429","trial5","brow","diff_bin2",0.0640444293609476
"403","pp4811","429","trial5","brow","diff_bin3",0.176658321323254
