pp_no,condition,trial,muscle,bin,Zdiff
pp4810,285,trial6,brow,diff_bin2,0.27726399411562
pp4810,285,trial6,brow,diff_bin3,0.259314609224811
pp4810,285,trial6,brow,diff_bin4,1.48287291776534
pp4810,285,trial6,brow,diff_bin5,1.39705188551759
pp4810,285,trial6,brow,diff_bin6,-0.201111971493869
pp4810,285,trial6,brow,diff_bin7,0.0645972132460062
pp4810,285,trial6,brow,diff_bin8,-0.147812413112278
pp4810,285,trial6,brow,diff_bin9,-0.178122358180999
pp4810,285,trial6,brow,diff_bin10,-0.348341501047134
pp4810,285,trial6,cheek,diff_bin1,NA
pp4810,285,trial6,cheek,diff_bin2,NA
pp4810,285,trial6,cheek,diff_bin3,NA
pp4810,285,trial6,cheek,diff_bin4,NA
pp4810,285,trial6,cheek,diff_bin5,NA
pp4810,285,trial6,cheek,diff_bin6,NA
pp4810,285,trial6,cheek,diff_bin7,NA
pp4810,285,trial6,cheek,diff_bin8,NA
pp4810,285,trial6,cheek,diff_bin9,NA
pp4810,285,trial6,cheek,diff_bin10,NA
pp4810,285,trial7,brow,diff_bin1,0.0578426214150808
pp4810,285,trial7,brow,diff_bin2,-0.045739215748499
pp4810,285,trial7,brow,diff_bin3,-0.183505459284833
pp4810,285,trial7,brow,diff_bin4,-0.00678887909910258
pp4810,285,trial7,brow,diff_bin5,0.15346981236153
pp4810,285,trial7,brow,diff_bin6,0.173047842490761
pp4810,285,trial7,brow,diff_bin7,0.351015907964962
pp4810,285,trial7,brow,diff_bin8,0.0763234589626378
pp4810,285,trial7,brow,diff_bin9,NA
pp4810,285,trial7,brow,diff_bin10,0.940465478834768
pp4810,285,trial7,cheek,diff_bin1,0.010736713323598
pp4810,285,trial7,cheek,diff_bin2,0.148820182937525
pp4810,285,trial7,cheek,diff_bin3,0.161330788027631
pp4810,285,trial7,cheek,diff_bin4,0.0559242720072632
pp4810,285,trial7,cheek,diff_bin5,0.0306696550156694
pp4810,285,trial7,cheek,diff_bin6,0.242556358388765
pp4810,285,trial7,cheek,diff_bin7,0.181357092444255
pp4810,285,trial7,cheek,diff_bin8,1.09071002959074
pp4810,285,trial7,cheek,diff_bin9,1.47508436657555
pp4810,285,trial7,cheek,diff_bin10,NA
pp4810,285,trial8,brow,diff_bin1,-0.0492536607366709
pp4810,285,trial8,brow,diff_bin2,0.213506818939958
pp4810,285,trial8,brow,diff_bin3,1.21796948382763
pp4810,285,trial8,brow,diff_bin4,0.578854805003025
pp4810,285,trial8,brow,diff_bin5,-0.103924709845353
pp4810,285,trial8,brow,diff_bin6,0.0682659509409758
pp4810,285,trial8,brow,diff_bin7,0.34383272528182
pp4810,285,trial8,brow,diff_bin8,0.333220815780951
pp4810,285,trial8,brow,diff_bin9,0.571825915026681
pp4810,285,trial8,brow,diff_bin10,NA
pp4810,285,trial8,cheek,diff_bin1,-0.184375820538137
pp4810,285,trial8,cheek,diff_bin2,-0.176284384410208
pp4810,285,trial8,cheek,diff_bin3,0.0831083853062864
pp4810,285,trial8,cheek,diff_bin4,0.283698199008466
pp4810,285,trial8,cheek,diff_bin5,-0.181637180617915
pp4810,285,trial8,cheek,diff_bin6,-0.0151247613775904
pp4810,285,trial8,cheek,diff_bin7,-0.0327391954099282
pp4810,285,trial8,cheek,diff_bin8,0.298371707217383
pp4810,285,trial8,cheek,diff_bin9,-0.0419976655947702
pp4810,285,trial8,cheek,diff_bin10,NA
