pp_no,condition,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp434,dyn,929,bin_6,6,trial5,cheek,52.9805,TRUE
pp436,dyn,626,bin_0,0,trial2,cheek,16.0184,TRUE
pp436,dyn,626,bin_1,1,trial2,cheek,19.5557,TRUE
pp436,dyn,626,bin_2,2,trial2,cheek,23.1168,TRUE
pp436,dyn,626,bin_3,3,trial2,cheek,42.5198,TRUE
pp436,dyn,626,bin_4,4,trial2,cheek,47.0158,TRUE
pp436,dyn,626,bin_5,5,trial2,cheek,11.8456,TRUE
pp436,dyn,626,bin_6,6,trial2,cheek,10.831,TRUE
pp436,dyn,626,bin_0,0,trial4,brow,35.4171,TRUE
pp436,dyn,626,bin_1,1,trial4,brow,13.1426,TRUE
pp436,dyn,626,bin_2,2,trial4,brow,6.1043,TRUE
pp436,dyn,626,bin_3,3,trial4,brow,5.1301,TRUE
pp436,dyn,626,bin_4,4,trial4,brow,9.4724,TRUE
pp436,dyn,626,bin_5,5,trial4,brow,12.2139,TRUE
pp436,dyn,626,bin_6,6,trial4,brow,22.7498,TRUE
pp436,dyn,727,bin_0,0,trial4,brow,8.3289,TRUE
pp436,dyn,727,bin_1,1,trial4,brow,5.7113,TRUE
pp436,dyn,727,bin_2,2,trial4,brow,6.6918,TRUE
pp436,dyn,727,bin_3,3,trial4,brow,3.7058,TRUE
pp436,dyn,727,bin_4,4,trial4,brow,2.7043,TRUE
pp436,dyn,727,bin_5,5,trial4,brow,4.7245,TRUE
pp436,dyn,727,bin_6,6,trial4,brow,6.1983,TRUE
pp436,dyn,828,bin_0,0,trial8,cheek,37.1168,TRUE
pp436,dyn,828,bin_1,1,trial8,cheek,39.1266,TRUE
pp436,dyn,828,bin_2,2,trial8,cheek,35.5655,TRUE
pp436,dyn,828,bin_3,3,trial8,cheek,28.8754,TRUE
pp436,dyn,828,bin_4,4,trial8,cheek,46.0123,TRUE
pp436,dyn,828,bin_5,5,trial8,cheek,58.4007,TRUE
pp436,dyn,828,bin_6,6,trial8,cheek,43.2318,TRUE
pp436,dyn,929,bin_0,0,trial6,brow,8.5825,TRUE
pp436,dyn,929,bin_1,1,trial6,brow,10.3539,TRUE
pp436,dyn,929,bin_2,2,trial6,brow,10.5261,TRUE
pp436,dyn,929,bin_3,3,trial6,brow,8.3247,TRUE
pp436,dyn,929,bin_4,4,trial6,brow,14.237,TRUE
pp436,dyn,929,bin_5,5,trial6,brow,6.7084,TRUE
pp436,dyn,929,bin_6,6,trial6,brow,12.8628,TRUE
pp436,dyn,929,bin_0,0,trial6,cheek,21.1653,TRUE
pp436,dyn,929,bin_1,1,trial6,cheek,9.3346,TRUE
pp436,dyn,929,bin_2,2,trial6,cheek,6.0397,TRUE
pp436,dyn,929,bin_3,3,trial6,cheek,10.5538,TRUE
pp436,dyn,929,bin_4,4,trial6,cheek,11.9705,TRUE
pp436,dyn,929,bin_5,5,trial6,cheek,21.0795,TRUE
pp436,dyn,929,bin_6,6,trial6,cheek,13.9014,TRUE
pp438,dyn,626,bin_0,0,trial1,cheek,7.1888,TRUE
pp438,dyn,626,bin_1,1,trial1,cheek,5.5815,TRUE
pp438,dyn,626,bin_2,2,trial1,cheek,8.6596,TRUE
pp438,dyn,626,bin_3,3,trial1,cheek,8.6925,TRUE
pp438,dyn,626,bin_4,4,trial1,cheek,7.1477,TRUE
pp438,dyn,626,bin_5,5,trial1,cheek,7.0143,TRUE
pp438,dyn,626,bin_6,6,trial1,cheek,5.9412,TRUE
pp438,dyn,727,bin_0,0,trial4,brow,13.3054,TRUE
pp438,dyn,727,bin_1,1,trial4,brow,12.0192,TRUE
pp438,dyn,727,bin_2,2,trial4,brow,11.4095,TRUE
pp438,dyn,727,bin_3,3,trial4,brow,9.9373,TRUE
pp438,dyn,727,bin_4,4,trial4,brow,9.9944,TRUE
pp438,dyn,727,bin_5,5,trial4,brow,10.8215,TRUE
pp438,dyn,727,bin_6,6,trial4,brow,10.7702,TRUE
pp438,dyn,727,bin_0,0,trial5,cheek,8.7964,TRUE
pp438,dyn,727,bin_1,1,trial5,cheek,7.5319,TRUE
pp438,dyn,727,bin_2,2,trial5,cheek,6.4379,TRUE
pp438,dyn,727,bin_3,3,trial5,cheek,6.4228,TRUE
pp438,dyn,727,bin_4,4,trial5,cheek,8.5969,TRUE
pp438,dyn,727,bin_5,5,trial5,cheek,6.7675,TRUE
pp438,dyn,727,bin_6,6,trial5,cheek,5.2955,TRUE
pp438,dyn,828,bin_0,0,trial4,cheek,7.808,TRUE
pp438,dyn,828,bin_1,1,trial4,cheek,10.5306,TRUE
pp438,dyn,828,bin_2,2,trial4,cheek,6.2483,TRUE
pp438,dyn,828,bin_3,3,trial4,cheek,7.2527,TRUE
pp438,dyn,828,bin_4,4,trial4,cheek,7.6233,TRUE
pp438,dyn,828,bin_5,5,trial4,cheek,9.1629,TRUE
pp438,dyn,828,bin_6,6,trial4,cheek,6.897,TRUE
pp438,dyn,929,bin_0,0,trial2,brow,16.0339,TRUE
pp438,dyn,929,bin_1,1,trial2,brow,13.4732,TRUE
pp438,dyn,929,bin_2,2,trial2,brow,12.3693,TRUE
pp438,dyn,929,bin_3,3,trial2,brow,11.6285,TRUE
pp438,dyn,929,bin_4,4,trial2,brow,11.7975,TRUE
pp438,dyn,929,bin_5,5,trial2,brow,10.8859,TRUE
pp438,dyn,929,bin_6,6,trial2,brow,11.0841,TRUE
pp438,dyn,929,bin_0,0,trial5,cheek,10.7289,TRUE
pp438,dyn,929,bin_1,1,trial5,cheek,5.702,TRUE
pp438,dyn,929,bin_2,2,trial5,cheek,5.6073,TRUE
pp438,dyn,929,bin_3,3,trial5,cheek,5.4641,TRUE
pp438,dyn,929,bin_4,4,trial5,cheek,5.5169,TRUE
pp438,dyn,929,bin_5,5,trial5,cheek,7.4542,TRUE
pp438,dyn,929,bin_6,6,trial5,cheek,11.4701,TRUE
pp440,dyn,626,bin_0,0,trial1,brow,4.3621,TRUE
pp440,dyn,626,bin_1,1,trial1,brow,5.8559,TRUE
pp440,dyn,626,bin_2,2,trial1,brow,3.052,TRUE
pp440,dyn,626,bin_3,3,trial1,brow,2.4229,TRUE
pp440,dyn,626,bin_4,4,trial1,brow,2.7561,TRUE
pp440,dyn,626,bin_5,5,trial1,brow,3.6504,TRUE
pp440,dyn,626,bin_6,6,trial1,brow,4.8647,TRUE
pp440,dyn,626,bin_0,0,trial3,cheek,25.115,TRUE
pp440,dyn,626,bin_1,1,trial3,cheek,18.7893,TRUE
pp440,dyn,626,bin_2,2,trial3,cheek,32.5756,TRUE
pp440,dyn,626,bin_3,3,trial3,cheek,69.1248,TRUE
pp440,dyn,626,bin_4,4,trial3,cheek,77.3976,TRUE
pp440,dyn,626,bin_5,5,trial3,cheek,69.4906,TRUE
pp440,dyn,626,bin_6,6,trial3,cheek,72.1204,TRUE
pp440,dyn,727,bin_0,0,trial1,cheek,20.4501,TRUE
pp440,dyn,727,bin_1,1,trial1,cheek,13.7853,TRUE
pp440,dyn,727,bin_2,2,trial1,cheek,10.9942,TRUE
pp440,dyn,727,bin_3,3,trial1,cheek,6.6658,TRUE
pp440,dyn,727,bin_4,4,trial1,cheek,6.3564,TRUE
pp440,dyn,727,bin_5,5,trial1,cheek,6.6755,TRUE
pp440,dyn,727,bin_6,6,trial1,cheek,8.9236,TRUE
pp440,dyn,828,bin_0,0,trial7,brow,15.1895,TRUE
pp440,dyn,828,bin_1,1,trial7,brow,18.0154,TRUE
pp440,dyn,828,bin_2,2,trial7,brow,13.8611,TRUE
pp440,dyn,828,bin_3,3,trial7,brow,9.3414,TRUE
pp440,dyn,828,bin_4,4,trial7,brow,7.07,TRUE
pp440,dyn,828,bin_5,5,trial7,brow,6.591,TRUE
pp440,dyn,828,bin_6,6,trial7,brow,6.3331,TRUE
pp440,dyn,929,bin_0,0,trial1,brow,4.4035,TRUE
pp440,dyn,929,bin_1,1,trial1,brow,5.399,TRUE
pp440,dyn,929,bin_2,2,trial1,brow,5.6153,TRUE
pp440,dyn,929,bin_3,3,trial1,brow,10.5707,TRUE
pp440,dyn,929,bin_4,4,trial1,brow,27.85,TRUE
pp440,dyn,929,bin_5,5,trial1,brow,3.0557,TRUE
pp440,dyn,929,bin_6,6,trial1,brow,3.6566,TRUE
pp440,dyn,929,bin_0,0,trial2,cheek,53.3455,TRUE
pp440,dyn,929,bin_1,1,trial2,cheek,39.4903,TRUE
pp440,dyn,929,bin_2,2,trial2,cheek,25.5049,TRUE
pp440,dyn,929,bin_3,3,trial2,cheek,8.9057,TRUE
pp440,dyn,929,bin_4,4,trial2,cheek,11.8317,TRUE
pp440,dyn,929,bin_5,5,trial2,cheek,29.1984,TRUE
pp440,dyn,929,bin_6,6,trial2,cheek,92.9011,TRUE
pp440,dyn,929,bin_0,0,trial3,brow,4.4409,TRUE
pp440,dyn,929,bin_1,1,trial3,brow,4.098,TRUE
pp440,dyn,929,bin_2,2,trial3,brow,24.3517,TRUE
pp440,dyn,929,bin_3,3,trial3,brow,4.7417,TRUE
pp440,dyn,929,bin_4,4,trial3,brow,4.0129,TRUE
pp440,dyn,929,bin_5,5,trial3,brow,2.829,TRUE
pp440,dyn,929,bin_6,6,trial3,brow,2.5023,TRUE
pp442,dyn,626,bin_0,0,trial3,cheek,18.3449,TRUE
pp442,dyn,626,bin_1,1,trial3,cheek,14.7123,TRUE
pp442,dyn,626,bin_2,2,trial3,cheek,15.6588,TRUE
pp442,dyn,626,bin_3,3,trial3,cheek,24.8891,TRUE
pp442,dyn,626,bin_4,4,trial3,cheek,23.0597,TRUE
pp442,dyn,626,bin_5,5,trial3,cheek,16.5317,TRUE
pp442,dyn,626,bin_6,6,trial3,cheek,5.7115,TRUE
pp442,dyn,626,bin_0,0,trial7,brow,2.4038,TRUE
pp442,dyn,626,bin_1,1,trial7,brow,1.7166,TRUE
pp442,dyn,626,bin_2,2,trial7,brow,1.4188,TRUE
pp442,dyn,626,bin_3,3,trial7,brow,1.2408,TRUE
pp442,dyn,626,bin_4,4,trial7,brow,1.2473,TRUE
pp442,dyn,626,bin_5,5,trial7,brow,1.3377,TRUE
pp442,dyn,626,bin_6,6,trial7,brow,1.3721,TRUE
pp442,dyn,727,bin_0,0,trial3,brow,1.7689,TRUE
pp442,dyn,727,bin_1,1,trial3,brow,1.3302,TRUE
pp442,dyn,727,bin_2,2,trial3,brow,1.4082,TRUE
pp442,dyn,727,bin_3,3,trial3,brow,1.8565,TRUE
pp442,dyn,727,bin_4,4,trial3,brow,1.5784,TRUE
pp442,dyn,727,bin_5,5,trial3,brow,1.441,TRUE
pp442,dyn,727,bin_6,6,trial3,brow,1.7972,TRUE
pp442,dyn,727,bin_0,0,trial8,cheek,20.1645,TRUE
pp442,dyn,727,bin_1,1,trial8,cheek,18.2422,TRUE
pp442,dyn,727,bin_2,2,trial8,cheek,14.2288,TRUE
pp442,dyn,727,bin_3,3,trial8,cheek,12.1957,TRUE
pp442,dyn,727,bin_4,4,trial8,cheek,10.2309,TRUE
pp442,dyn,727,bin_5,5,trial8,cheek,7.8782,TRUE
pp442,dyn,727,bin_6,6,trial8,cheek,6.2929,TRUE
pp442,dyn,828,bin_0,0,trial4,cheek,5.9974,TRUE
pp442,dyn,828,bin_1,1,trial4,cheek,7.8709,TRUE
pp442,dyn,828,bin_2,2,trial4,cheek,4.8139,TRUE
pp442,dyn,828,bin_3,3,trial4,cheek,4.8644,TRUE
pp442,dyn,828,bin_4,4,trial4,cheek,5.4546,TRUE
pp442,dyn,828,bin_5,5,trial4,cheek,11.7013,TRUE
pp442,dyn,828,bin_6,6,trial4,cheek,14.9462,TRUE
pp442,dyn,929,bin_0,0,trial4,cheek,3.7527,TRUE
pp442,dyn,929,bin_1,1,trial4,cheek,3.3822,TRUE
pp442,dyn,929,bin_2,2,trial4,cheek,3.2113,TRUE
pp442,dyn,929,bin_3,3,trial4,cheek,3.2426,TRUE
pp442,dyn,929,bin_4,4,trial4,cheek,3.0826,TRUE
pp442,dyn,929,bin_5,5,trial4,cheek,3.1116,TRUE
pp442,dyn,929,bin_6,6,trial4,cheek,3.0546,TRUE
pp443,dyn,626,bin_0,0,trial5,cheek,7.149,TRUE
pp443,dyn,626,bin_1,1,trial5,cheek,7.1026,TRUE
pp443,dyn,626,bin_2,2,trial5,cheek,4.6997,TRUE
pp443,dyn,626,bin_3,3,trial5,cheek,4.2147,TRUE
pp443,dyn,626,bin_4,4,trial5,cheek,4.1521,TRUE
pp443,dyn,626,bin_5,5,trial5,cheek,11.8071,TRUE
pp443,dyn,626,bin_6,6,trial5,cheek,4.3646,TRUE
pp443,dyn,727,bin_0,0,trial1,cheek,9.4576,TRUE
pp443,dyn,727,bin_1,1,trial1,cheek,3.8484,TRUE
pp443,dyn,727,bin_2,2,trial1,cheek,4.2053,TRUE
pp443,dyn,727,bin_3,3,trial1,cheek,3.5596,TRUE
pp443,dyn,727,bin_4,4,trial1,cheek,3.649,TRUE
pp443,dyn,727,bin_5,5,trial1,cheek,3.7054,TRUE
pp443,dyn,727,bin_6,6,trial1,cheek,3.6074,TRUE
pp443,dyn,727,bin_0,0,trial3,brow,6.5253,TRUE
pp443,dyn,727,bin_1,1,trial3,brow,9.0117,TRUE
pp443,dyn,727,bin_2,2,trial3,brow,10.8285,TRUE
pp443,dyn,727,bin_3,3,trial3,brow,15.2517,TRUE
pp443,dyn,727,bin_4,4,trial3,brow,10.2452,TRUE
pp443,dyn,727,bin_5,5,trial3,brow,14.4297,TRUE
pp443,dyn,727,bin_6,6,trial3,brow,5.3126,TRUE
pp443,dyn,828,bin_0,0,trial1,brow,10.8552,TRUE
pp443,dyn,828,bin_1,1,trial1,brow,7.8576,TRUE
pp443,dyn,828,bin_2,2,trial1,brow,7.5336,TRUE
pp443,dyn,828,bin_3,3,trial1,brow,8.0762,TRUE
pp443,dyn,828,bin_4,4,trial1,brow,5.1499,TRUE
pp443,dyn,828,bin_5,5,trial1,brow,5.3475,TRUE
pp443,dyn,828,bin_6,6,trial1,brow,6.1613,TRUE
pp443,dyn,828,bin_0,0,trial7,cheek,7.4323,TRUE
pp443,dyn,828,bin_1,1,trial7,cheek,3.0873,TRUE
pp443,dyn,828,bin_2,2,trial7,cheek,3.1659,TRUE
pp443,dyn,828,bin_3,3,trial7,cheek,2.9004,TRUE
pp443,dyn,828,bin_4,4,trial7,cheek,2.797,TRUE
pp443,dyn,828,bin_5,5,trial7,cheek,2.9676,TRUE
pp443,dyn,828,bin_6,6,trial7,cheek,2.9811,TRUE
pp443,dyn,929,bin_0,0,trial4,brow,12.528,TRUE
pp443,dyn,929,bin_1,1,trial4,brow,7.5191,TRUE
pp443,dyn,929,bin_2,2,trial4,brow,11.6616,TRUE
pp443,dyn,929,bin_3,3,trial4,brow,6.7902,TRUE
pp443,dyn,929,bin_4,4,trial4,brow,11.3131,TRUE
pp443,dyn,929,bin_5,5,trial4,brow,7.4499,TRUE
pp443,dyn,929,bin_6,6,trial4,brow,12.3712,TRUE
pp443,dyn,929,bin_0,0,trial7,cheek,7.204,TRUE
pp443,dyn,929,bin_1,1,trial7,cheek,7.789,TRUE
pp443,dyn,929,bin_2,2,trial7,cheek,5.092,TRUE
pp443,dyn,929,bin_3,3,trial7,cheek,4.3377,TRUE
pp443,dyn,929,bin_4,4,trial7,cheek,4.2982,TRUE
pp443,dyn,929,bin_5,5,trial7,cheek,4.3328,TRUE
pp443,dyn,929,bin_6,6,trial7,cheek,8.887,TRUE
pp444,dyn,626,bin_0,0,trial1,cheek,13.0335,TRUE
pp444,dyn,626,bin_1,1,trial1,cheek,16.3227,TRUE
pp444,dyn,626,bin_2,2,trial1,cheek,12.0012,TRUE
pp444,dyn,626,bin_3,3,trial1,cheek,21.3667,TRUE
pp444,dyn,626,bin_4,4,trial1,cheek,11.1127,TRUE
pp444,dyn,626,bin_5,5,trial1,cheek,10.0315,TRUE
pp444,dyn,626,bin_6,6,trial1,cheek,4.9378,TRUE
pp444,dyn,727,bin_0,0,trial1,cheek,4.5093,TRUE
pp444,dyn,727,bin_1,1,trial1,cheek,3.7447,TRUE
pp444,dyn,727,bin_2,2,trial1,cheek,3.2025,TRUE
pp444,dyn,727,bin_3,3,trial1,cheek,2.9331,TRUE
pp444,dyn,727,bin_4,4,trial1,cheek,16.1827,TRUE
pp444,dyn,727,bin_5,5,trial1,cheek,9.9816,TRUE
pp444,dyn,727,bin_6,6,trial1,cheek,7.2471,TRUE
pp444,dyn,929,bin_0,0,trial4,cheek,19.6953,TRUE
pp444,dyn,929,bin_1,1,trial4,cheek,10.8033,TRUE
pp444,dyn,929,bin_2,2,trial4,cheek,18.9992,TRUE
pp444,dyn,929,bin_3,3,trial4,cheek,6.6487,TRUE
pp444,dyn,929,bin_4,4,trial4,cheek,5.2387,TRUE
pp444,dyn,929,bin_5,5,trial4,cheek,10.6574,TRUE
pp444,dyn,929,bin_6,6,trial4,cheek,22.7478,TRUE
pp444,dyn,929,bin_0,0,trial6,brow,18.8306,TRUE
pp444,dyn,929,bin_1,1,trial6,brow,94.671,TRUE
pp444,dyn,929,bin_2,2,trial6,brow,14.4597,TRUE
pp444,dyn,929,bin_3,3,trial6,brow,44.5752,TRUE
pp444,dyn,929,bin_4,4,trial6,brow,8.3007,TRUE
pp444,dyn,929,bin_5,5,trial6,brow,10.4246,TRUE
pp444,dyn,929,bin_6,6,trial6,brow,11.1863,TRUE
pp446,dyn,626,bin_0,0,trial6,cheek,26.8041,TRUE
pp446,dyn,626,bin_1,1,trial6,cheek,25.8136,TRUE
pp446,dyn,626,bin_2,2,trial6,cheek,22.9583,TRUE
pp446,dyn,626,bin_3,3,trial6,cheek,18.1028,TRUE
pp446,dyn,626,bin_4,4,trial6,cheek,8.9811,TRUE
pp446,dyn,626,bin_5,5,trial6,cheek,4.3196,TRUE
pp446,dyn,626,bin_6,6,trial6,cheek,3.1967,TRUE
pp446,dyn,828,bin_0,0,trial6,brow,21.3287,TRUE
pp446,dyn,828,bin_1,1,trial6,brow,21.6463,TRUE
pp446,dyn,828,bin_2,2,trial6,brow,20.1513,TRUE
pp446,dyn,828,bin_3,3,trial6,brow,14.3766,TRUE
pp446,dyn,828,bin_4,4,trial6,brow,10.1908,TRUE
pp446,dyn,828,bin_5,5,trial6,brow,11.2833,TRUE
pp446,dyn,828,bin_6,6,trial6,brow,13.9176,TRUE
pp446,dyn,929,bin_0,0,trial1,brow,32.9812,TRUE
pp446,dyn,929,bin_1,1,trial1,brow,19.4728,TRUE
pp446,dyn,929,bin_2,2,trial1,brow,19.2628,TRUE
pp446,dyn,929,bin_3,3,trial1,brow,22.2404,TRUE
pp446,dyn,929,bin_4,4,trial1,brow,25.1269,TRUE
pp446,dyn,929,bin_5,5,trial1,brow,25.3072,TRUE
pp446,dyn,929,bin_6,6,trial1,brow,26.4252,TRUE
pp446,dyn,929,bin_0,0,trial1,cheek,6.6739,TRUE
pp446,dyn,929,bin_1,1,trial1,cheek,5.3662,TRUE
pp446,dyn,929,bin_2,2,trial1,cheek,3.8128,TRUE
pp446,dyn,929,bin_3,3,trial1,cheek,3.7572,TRUE
pp446,dyn,929,bin_4,4,trial1,cheek,3.5736,TRUE
pp446,dyn,929,bin_5,5,trial1,cheek,3.4078,TRUE
pp446,dyn,929,bin_6,6,trial1,cheek,3.6136,TRUE
pp449,dyn,626,bin_0,0,trial1,brow,15.8674,TRUE
pp449,dyn,626,bin_1,1,trial1,brow,13.8738,TRUE
pp449,dyn,626,bin_2,2,trial1,brow,12.7242,TRUE
pp449,dyn,626,bin_3,3,trial1,brow,11.7153,TRUE
pp449,dyn,626,bin_4,4,trial1,brow,8.7262,TRUE
pp449,dyn,626,bin_5,5,trial1,brow,10.5737,TRUE
pp449,dyn,626,bin_6,6,trial1,brow,8.4323,TRUE
pp449,dyn,626,bin_0,0,trial1,cheek,3.7186,TRUE
pp449,dyn,626,bin_1,1,trial1,cheek,2.6882,TRUE
pp449,dyn,626,bin_2,2,trial1,cheek,2.7139,TRUE
pp449,dyn,626,bin_3,3,trial1,cheek,3.109,TRUE
pp449,dyn,626,bin_4,4,trial1,cheek,4.064,TRUE
pp449,dyn,626,bin_5,5,trial1,cheek,6.2361,TRUE
pp449,dyn,626,bin_6,6,trial1,cheek,6.2153,TRUE
pp449,dyn,727,bin_0,0,trial3,brow,13.1911,TRUE
pp449,dyn,727,bin_1,1,trial3,brow,9.0392,TRUE
pp449,dyn,727,bin_2,2,trial3,brow,12.9041,TRUE
pp449,dyn,727,bin_3,3,trial3,brow,16.7972,TRUE
pp449,dyn,727,bin_4,4,trial3,brow,11.9556,TRUE
pp449,dyn,727,bin_5,5,trial3,brow,10.119,TRUE
pp449,dyn,727,bin_6,6,trial3,brow,8.5245,TRUE
pp449,dyn,727,bin_0,0,trial3,cheek,3.5704,TRUE
pp449,dyn,727,bin_1,1,trial3,cheek,2.8927,TRUE
pp449,dyn,727,bin_2,2,trial3,cheek,2.7943,TRUE
pp449,dyn,727,bin_3,3,trial3,cheek,2.5696,TRUE
pp449,dyn,727,bin_4,4,trial3,cheek,2.7285,TRUE
pp449,dyn,727,bin_5,5,trial3,cheek,4.6992,TRUE
pp449,dyn,727,bin_6,6,trial3,cheek,3.7191,TRUE
pp449,dyn,828,bin_0,0,trial1,brow,38.0268,TRUE
pp449,dyn,828,bin_1,1,trial1,brow,9.8641,TRUE
pp449,dyn,828,bin_2,2,trial1,brow,11.2523,TRUE
pp449,dyn,828,bin_3,3,trial1,brow,15.7036,TRUE
pp449,dyn,828,bin_4,4,trial1,brow,15.0852,TRUE
pp449,dyn,828,bin_5,5,trial1,brow,14.0003,TRUE
pp449,dyn,828,bin_6,6,trial1,brow,12.8373,TRUE
pp449,dyn,828,bin_0,0,trial2,cheek,94.9024,TRUE
pp449,dyn,828,bin_1,1,trial2,cheek,137.7824,TRUE
pp449,dyn,828,bin_2,2,trial2,cheek,120.9612,TRUE
pp449,dyn,828,bin_3,3,trial2,cheek,66.8139,TRUE
pp449,dyn,828,bin_4,4,trial2,cheek,38.8086,TRUE
pp449,dyn,828,bin_5,5,trial2,cheek,8.3311,TRUE
pp449,dyn,828,bin_6,6,trial2,cheek,10.0215,TRUE
pp449,dyn,929,bin_0,0,trial2,cheek,6.669,TRUE
pp449,dyn,929,bin_1,1,trial2,cheek,4.4878,TRUE
pp449,dyn,929,bin_2,2,trial2,cheek,2.6275,TRUE
pp449,dyn,929,bin_3,3,trial2,cheek,2.5165,TRUE
pp449,dyn,929,bin_4,4,trial2,cheek,2.444,TRUE
pp449,dyn,929,bin_5,5,trial2,cheek,2.4857,TRUE
pp449,dyn,929,bin_6,6,trial2,cheek,3.0884,TRUE
pp449,dyn,929,bin_0,0,trial8,brow,25.5241,TRUE
pp449,dyn,929,bin_1,1,trial8,brow,12.0157,TRUE
pp449,dyn,929,bin_2,2,trial8,brow,9.1351,TRUE
pp449,dyn,929,bin_3,3,trial8,brow,8.7978,TRUE
pp449,dyn,929,bin_4,4,trial8,brow,8.2309,TRUE
pp449,dyn,929,bin_5,5,trial8,brow,6.8874,TRUE
pp449,dyn,929,bin_6,6,trial8,brow,7.3837,TRUE
pp450,dyn,626,bin_0,0,trial2,brow,15.8852,TRUE
pp450,dyn,626,bin_1,1,trial2,brow,22.184,TRUE
pp450,dyn,626,bin_2,2,trial2,brow,22.3302,TRUE
pp450,dyn,626,bin_3,3,trial2,brow,32.256100000000004,TRUE
pp450,dyn,626,bin_4,4,trial2,brow,64.9674,TRUE
pp450,dyn,626,bin_5,5,trial2,brow,70.8632,TRUE
pp450,dyn,626,bin_6,6,trial2,brow,56.5612,TRUE
pp450,dyn,626,bin_0,0,trial7,cheek,54.5225,TRUE
pp450,dyn,626,bin_1,1,trial7,cheek,64.6944,TRUE
pp450,dyn,626,bin_2,2,trial7,cheek,52.7242,TRUE
pp450,dyn,626,bin_3,3,trial7,cheek,46.6208,TRUE
pp450,dyn,626,bin_4,4,trial7,cheek,51.6287,TRUE
pp450,dyn,626,bin_5,5,trial7,cheek,38.0555,TRUE
pp450,dyn,626,bin_6,6,trial7,cheek,43.3723,TRUE
pp450,dyn,727,bin_0,0,trial7,brow,24.7046,TRUE
pp450,dyn,727,bin_1,1,trial7,brow,17.6104,TRUE
pp450,dyn,727,bin_2,2,trial7,brow,12.8248,TRUE
pp450,dyn,727,bin_3,3,trial7,brow,11.1182,TRUE
pp450,dyn,727,bin_4,4,trial7,brow,9.3257,TRUE
pp450,dyn,727,bin_5,5,trial7,brow,12.3133,TRUE
pp450,dyn,727,bin_6,6,trial7,brow,9.6461,TRUE
pp450,dyn,828,bin_0,0,trial5,cheek,66.2498,TRUE
pp450,dyn,828,bin_1,1,trial5,cheek,70.4187,TRUE
pp450,dyn,828,bin_2,2,trial5,cheek,67.5219,TRUE
pp450,dyn,828,bin_3,3,trial5,cheek,53.4592,TRUE
pp450,dyn,828,bin_4,4,trial5,cheek,46.3372,TRUE
pp450,dyn,828,bin_5,5,trial5,cheek,57.9876,TRUE
pp450,dyn,828,bin_6,6,trial5,cheek,62.7724,TRUE
pp450,dyn,828,bin_0,0,trial8,brow,36.9636,TRUE
pp450,dyn,828,bin_1,1,trial8,brow,12.7381,TRUE
pp450,dyn,828,bin_2,2,trial8,brow,22.6578,TRUE
pp450,dyn,828,bin_3,3,trial8,brow,24.2283,TRUE
pp450,dyn,828,bin_4,4,trial8,brow,42.8129,TRUE
pp450,dyn,828,bin_5,5,trial8,brow,37.1473,TRUE
pp450,dyn,828,bin_6,6,trial8,brow,22.3354,TRUE
pp451,dyn,626,bin_0,0,trial4,cheek,38.7994,TRUE
pp451,dyn,626,bin_1,1,trial4,cheek,36.3422,TRUE
pp451,dyn,626,bin_2,2,trial4,cheek,28.3743,TRUE
pp451,dyn,626,bin_3,3,trial4,cheek,22.6633,TRUE
pp451,dyn,626,bin_4,4,trial4,cheek,20.8453,TRUE
pp451,dyn,626,bin_5,5,trial4,cheek,38.7594,TRUE
pp451,dyn,626,bin_6,6,trial4,cheek,23.5997,TRUE
pp451,dyn,727,bin_0,0,trial4,brow,39.9847,TRUE
pp451,dyn,727,bin_1,1,trial4,brow,31.6687,TRUE
pp451,dyn,727,bin_2,2,trial4,brow,34.5366,TRUE
pp451,dyn,727,bin_3,3,trial4,brow,21.6026,TRUE
pp451,dyn,727,bin_4,4,trial4,brow,18.452,TRUE
pp451,dyn,727,bin_5,5,trial4,brow,19.6869,TRUE
pp451,dyn,727,bin_6,6,trial4,brow,21.8597,TRUE
pp451,dyn,727,bin_0,0,trial4,cheek,22.2395,TRUE
pp451,dyn,727,bin_1,1,trial4,cheek,28.1467,TRUE
pp451,dyn,727,bin_2,2,trial4,cheek,22.9901,TRUE
pp451,dyn,727,bin_3,3,trial4,cheek,5.1657,TRUE
pp451,dyn,727,bin_4,4,trial4,cheek,3.1867,TRUE
pp451,dyn,727,bin_5,5,trial4,cheek,2.4734,TRUE
pp451,dyn,727,bin_6,6,trial4,cheek,2.6046,TRUE
pp451,dyn,828,bin_0,0,trial6,brow,18.3311,TRUE
pp451,dyn,828,bin_1,1,trial6,brow,10.7936,TRUE
pp451,dyn,828,bin_2,2,trial6,brow,70.4077,TRUE
pp451,dyn,828,bin_3,3,trial6,brow,290.1479,TRUE
pp451,dyn,828,bin_4,4,trial6,brow,234.1883,TRUE
pp451,dyn,828,bin_5,5,trial6,brow,181.9725,TRUE
pp451,dyn,828,bin_6,6,trial6,brow,90.1396,TRUE
pp451,dyn,828,bin_0,0,trial6,cheek,8.8793,TRUE
pp451,dyn,828,bin_1,1,trial6,cheek,5.0579,TRUE
pp451,dyn,828,bin_2,2,trial6,cheek,34.3829,TRUE
pp451,dyn,828,bin_3,3,trial6,cheek,234.4734,TRUE
