pp_no,model,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp417,child,323,bin_10,10,trial1,brow,40.1217,TRUE
pp417,child,323,bin_0,0,trial1,cheek,3.2882,TRUE
pp417,child,323,bin_1,1,trial1,cheek,2.567,TRUE
pp417,child,323,bin_2,2,trial1,cheek,3.2346,TRUE
pp417,child,323,bin_3,3,trial1,cheek,3.028,TRUE
pp417,child,323,bin_4,4,trial1,cheek,2.4789,TRUE
pp417,child,323,bin_5,5,trial1,cheek,2.4449,TRUE
pp417,child,323,bin_6,6,trial1,cheek,2.3574,TRUE
pp417,child,323,bin_7,7,trial1,cheek,2.3405,TRUE
pp417,child,323,bin_8,8,trial1,cheek,2.5701,TRUE
pp417,child,323,bin_9,9,trial1,cheek,3.4532,TRUE
pp417,child,323,bin_10,10,trial1,cheek,3.5218,TRUE
pp417,child,424,bin_0,0,trial4,brow,38.6837,TRUE
pp417,child,424,bin_1,1,trial4,brow,21.266,TRUE
pp417,child,424,bin_2,2,trial4,brow,30.9944,TRUE
pp417,child,424,bin_3,3,trial4,brow,24.914,TRUE
pp417,child,424,bin_4,4,trial4,brow,22.346,TRUE
pp417,child,424,bin_5,5,trial4,brow,31.8976,TRUE
pp417,child,424,bin_6,6,trial4,brow,33.2442,TRUE
pp417,child,424,bin_7,7,trial4,brow,13.9721,TRUE
pp417,child,424,bin_8,8,trial4,brow,31.6406,TRUE
pp417,child,424,bin_9,9,trial4,brow,39.6395,TRUE
pp417,child,424,bin_10,10,trial4,brow,23.2813,TRUE
pp417,child,424,bin_0,0,trial6,cheek,3.6064,TRUE
pp417,child,424,bin_1,1,trial6,cheek,3.1205,TRUE
pp417,child,424,bin_2,2,trial6,cheek,3.1096,TRUE
pp417,child,424,bin_3,3,trial6,cheek,2.5944,TRUE
pp417,child,424,bin_4,4,trial6,cheek,2.3725,TRUE
pp417,child,424,bin_5,5,trial6,cheek,2.8076,TRUE
pp417,child,424,bin_6,6,trial6,cheek,2.5314,TRUE
pp417,child,424,bin_7,7,trial6,cheek,2.332,TRUE
pp417,child,424,bin_8,8,trial6,cheek,2.1783,TRUE
pp417,child,424,bin_9,9,trial6,cheek,2.6705,TRUE
pp417,child,424,bin_10,10,trial6,cheek,2.3145,TRUE
pp417,adult,535,bin_0,0,trial7,brow,24.754,TRUE
pp417,adult,535,bin_1,1,trial7,brow,19.1884,TRUE
pp417,adult,535,bin_2,2,trial7,brow,28.2982,TRUE
pp417,adult,535,bin_3,3,trial7,brow,23.7108,TRUE
pp417,adult,535,bin_4,4,trial7,brow,37.6137,TRUE
pp417,adult,535,bin_5,5,trial7,brow,37.1614,TRUE
pp417,adult,535,bin_6,6,trial7,brow,27.6492,TRUE
pp417,adult,535,bin_7,7,trial7,brow,38.9458,TRUE
pp417,adult,535,bin_8,8,trial7,brow,16.3943,TRUE
pp417,adult,535,bin_9,9,trial7,brow,39.1547,TRUE
pp417,adult,535,bin_10,10,trial7,brow,41.8141,TRUE
pp417,adult,535,bin_0,0,trial7,cheek,3.9563,TRUE
pp417,adult,535,bin_1,1,trial7,cheek,2.6943,TRUE
pp417,adult,535,bin_2,2,trial7,cheek,3.1755,TRUE
pp417,adult,535,bin_3,3,trial7,cheek,2.5546,TRUE
pp417,adult,535,bin_4,4,trial7,cheek,3.983,TRUE
pp417,adult,535,bin_5,5,trial7,cheek,3.0412,TRUE
pp417,adult,535,bin_6,6,trial7,cheek,2.9055,TRUE
pp417,adult,535,bin_7,7,trial7,cheek,2.9025,TRUE
pp417,adult,535,bin_8,8,trial7,cheek,3.3656,TRUE
pp417,adult,535,bin_9,9,trial7,cheek,3.807,TRUE
pp417,adult,535,bin_10,10,trial7,cheek,3.3787,TRUE
pp420,child,121,bin_0,0,trial7,cheek,19.8253,TRUE
pp420,child,121,bin_1,1,trial7,cheek,9.5055,TRUE
pp420,child,121,bin_2,2,trial7,cheek,9.328,TRUE
pp420,child,121,bin_3,3,trial7,cheek,12.7629,TRUE
pp420,child,121,bin_4,4,trial7,cheek,23.2214,TRUE
pp420,child,121,bin_5,5,trial7,cheek,39.0728,TRUE
pp420,child,121,bin_6,6,trial7,cheek,38.28,TRUE
pp420,child,121,bin_7,7,trial7,cheek,30.4889,TRUE
pp420,child,121,bin_8,8,trial7,cheek,28.2571,TRUE
pp420,child,121,bin_9,9,trial7,cheek,23.8759,TRUE
pp420,child,121,bin_10,10,trial7,cheek,31.097,TRUE
pp420,adult,131,bin_0,0,trial2,brow,4.3883,TRUE
pp420,adult,131,bin_1,1,trial2,brow,4.6296,TRUE
pp420,adult,131,bin_2,2,trial2,brow,4.5321,TRUE
pp420,adult,131,bin_3,3,trial2,brow,4.8265,TRUE
pp420,adult,131,bin_4,4,trial2,brow,5.0327,TRUE
pp420,adult,131,bin_5,5,trial2,brow,3.9136,TRUE
pp420,adult,131,bin_6,6,trial2,brow,5.4648,TRUE
pp420,adult,131,bin_7,7,trial2,brow,5.8498,TRUE
pp420,adult,131,bin_8,8,trial2,brow,5.0413,TRUE
pp420,adult,131,bin_9,9,trial2,brow,5.2205,TRUE
pp420,adult,131,bin_10,10,trial2,brow,4.9628,TRUE
pp420,adult,131,bin_0,0,trial3,cheek,21.9653,TRUE
pp420,adult,131,bin_1,1,trial3,cheek,18.454,TRUE
pp420,adult,131,bin_2,2,trial3,cheek,14.3421,TRUE
pp420,adult,131,bin_3,3,trial3,cheek,13.059,TRUE
pp420,adult,131,bin_4,4,trial3,cheek,35.7957,TRUE
pp420,adult,131,bin_5,5,trial3,cheek,17.1974,TRUE
pp420,adult,131,bin_6,6,trial3,cheek,30.598,TRUE
pp420,adult,131,bin_7,7,trial3,cheek,38.7596,TRUE
pp420,adult,131,bin_8,8,trial3,cheek,22.8312,TRUE
pp420,adult,131,bin_9,9,trial3,cheek,23.2235,TRUE
pp420,adult,131,bin_10,10,trial3,cheek,18.6035,TRUE
pp420,adult,232,bin_0,0,trial8,brow,7.4965,TRUE
pp420,adult,232,bin_1,1,trial8,brow,6.6862,TRUE
pp420,adult,232,bin_2,2,trial8,brow,5.9847,TRUE
pp420,adult,232,bin_3,3,trial8,brow,8.8021,TRUE
pp420,adult,232,bin_4,4,trial8,brow,8.2001,TRUE
pp420,adult,232,bin_5,5,trial8,brow,7.3649,TRUE
pp420,adult,232,bin_6,6,trial8,brow,8.4159,TRUE
pp420,adult,232,bin_7,7,trial8,brow,5.6729,TRUE
pp420,adult,232,bin_8,8,trial8,brow,7.482,TRUE
pp420,adult,232,bin_9,9,trial8,brow,8.5385,TRUE
pp420,adult,232,bin_10,10,trial8,brow,9.0341,TRUE
pp420,adult,232,bin_0,0,trial8,cheek,11.063,TRUE
pp420,adult,232,bin_1,1,trial8,cheek,11.4939,TRUE
pp420,adult,232,bin_2,2,trial8,cheek,9.9678,TRUE
pp420,adult,232,bin_3,3,trial8,cheek,14.2586,TRUE
pp420,adult,232,bin_4,4,trial8,cheek,10.0761,TRUE
pp420,adult,232,bin_5,5,trial8,cheek,8.3154,TRUE
pp420,adult,232,bin_6,6,trial8,cheek,7.7515,TRUE
pp420,adult,232,bin_7,7,trial8,cheek,6.1807,TRUE
pp420,adult,232,bin_8,8,trial8,cheek,4.1313,TRUE
pp420,adult,232,bin_9,9,trial8,cheek,4.74,TRUE
pp420,adult,232,bin_10,10,trial8,cheek,4.6996,TRUE
pp420,child,323,bin_0,0,trial1,brow,7.3749,TRUE
pp420,child,323,bin_1,1,trial1,brow,5.4069,TRUE
pp420,child,323,bin_2,2,trial1,brow,5.523,TRUE
pp420,child,323,bin_3,3,trial1,brow,7.6505,TRUE
pp420,child,323,bin_4,4,trial1,brow,5.1597,TRUE
pp420,child,323,bin_5,5,trial1,brow,21.4644,TRUE
pp420,child,323,bin_6,6,trial1,brow,9.2939,TRUE
pp420,child,323,bin_7,7,trial1,brow,9.0932,TRUE
pp420,child,323,bin_8,8,trial1,brow,7.9536,TRUE
pp420,child,323,bin_9,9,trial1,brow,9.1086,TRUE
pp420,child,323,bin_10,10,trial1,brow,10.7618,TRUE
pp420,child,323,bin_0,0,trial1,cheek,25.2297,TRUE
pp420,child,323,bin_1,1,trial1,cheek,18.26,TRUE
pp420,child,323,bin_2,2,trial1,cheek,16.8126,TRUE
pp420,child,323,bin_3,3,trial1,cheek,12.6798,TRUE
pp420,child,323,bin_4,4,trial1,cheek,9.1938,TRUE
pp420,child,323,bin_5,5,trial1,cheek,9.601,TRUE
pp420,child,323,bin_6,6,trial1,cheek,17.3289,TRUE
pp420,child,323,bin_7,7,trial1,cheek,19.0428,TRUE
pp420,child,323,bin_8,8,trial1,cheek,23.0568,TRUE
pp420,child,323,bin_9,9,trial1,cheek,21.7461,TRUE
pp420,child,323,bin_10,10,trial1,cheek,21.4461,TRUE
pp420,adult,434,bin_0,0,trial6,cheek,20.2026,TRUE
pp420,adult,434,bin_1,1,trial6,cheek,8.6701,TRUE
pp420,adult,434,bin_2,2,trial6,cheek,7.2886,TRUE
pp420,adult,434,bin_3,3,trial6,cheek,5.0824,TRUE
pp420,adult,434,bin_4,4,trial6,cheek,6.5504,TRUE
pp420,adult,434,bin_5,5,trial6,cheek,10.0381,TRUE
pp420,adult,434,bin_6,6,trial6,cheek,6.2596,TRUE
pp420,adult,434,bin_7,7,trial6,cheek,7.359,TRUE
pp420,adult,434,bin_8,8,trial6,cheek,7.4946,TRUE
pp420,adult,434,bin_9,9,trial6,cheek,6.417,TRUE
pp420,adult,434,bin_10,10,trial6,cheek,5.126,TRUE
pp420,child,525,bin_0,0,trial2,cheek,55.3902,TRUE
pp420,child,525,bin_1,1,trial2,cheek,18.7371,TRUE
pp420,child,525,bin_2,2,trial2,cheek,33.6732,TRUE
pp420,child,525,bin_3,3,trial2,cheek,36.6782,TRUE
pp420,child,525,bin_4,4,trial2,cheek,20.5779,TRUE
pp420,child,525,bin_5,5,trial2,cheek,12.5757,TRUE
pp420,child,525,bin_6,6,trial2,cheek,9.2536,TRUE
pp420,child,525,bin_7,7,trial2,cheek,15.1551,TRUE
pp420,child,525,bin_8,8,trial2,cheek,7.2979,TRUE
pp420,child,525,bin_9,9,trial2,cheek,7.876,TRUE
pp420,child,525,bin_10,10,trial2,cheek,6.7479,TRUE
pp420,child,525,bin_0,0,trial8,brow,15.088,TRUE
pp420,child,525,bin_1,1,trial8,brow,6.7632,TRUE
pp420,child,525,bin_2,2,trial8,brow,7.2493,TRUE
pp420,child,525,bin_3,3,trial8,brow,6.9433,TRUE
pp420,child,525,bin_4,4,trial8,brow,7.4477,TRUE
pp420,child,525,bin_5,5,trial8,brow,5.276,TRUE
pp420,child,525,bin_6,6,trial8,brow,5.6307,TRUE
pp420,child,525,bin_7,7,trial8,brow,14.0247,TRUE
pp420,child,525,bin_8,8,trial8,brow,13.7795,TRUE
pp420,child,525,bin_9,9,trial8,brow,14.3154,TRUE
pp420,child,525,bin_10,10,trial8,brow,11.4586,TRUE
pp420,adult,535,bin_0,0,trial2,brow,8.9449,TRUE
pp420,adult,535,bin_1,1,trial2,brow,8.2194,TRUE
pp420,adult,535,bin_2,2,trial2,brow,8.8472,TRUE
pp420,adult,535,bin_3,3,trial2,brow,8.5143,TRUE
pp420,adult,535,bin_4,4,trial2,brow,12.1983,TRUE
pp420,adult,535,bin_5,5,trial2,brow,8.3551,TRUE
pp420,adult,535,bin_6,6,trial2,brow,5.8852,TRUE
pp420,adult,535,bin_7,7,trial2,brow,7.0952,TRUE
pp420,adult,535,bin_8,8,trial2,brow,10.4349,TRUE
pp420,adult,535,bin_9,9,trial2,brow,12.6096,TRUE
pp420,adult,535,bin_10,10,trial2,brow,11.2787,TRUE
pp420,adult,535,bin_0,0,trial3,cheek,18.3622,TRUE
pp420,adult,535,bin_1,1,trial3,cheek,11.7239,TRUE
pp420,adult,535,bin_2,2,trial3,cheek,9.3273,TRUE
pp420,adult,535,bin_3,3,trial3,cheek,13.0529,TRUE
pp420,adult,535,bin_4,4,trial3,cheek,12.2591,TRUE
pp420,adult,535,bin_5,5,trial3,cheek,11.2614,TRUE
pp420,adult,535,bin_6,6,trial3,cheek,16.0246,TRUE
pp420,adult,535,bin_7,7,trial3,cheek,18.204,TRUE
pp420,adult,535,bin_8,8,trial3,cheek,14.4311,TRUE
pp420,adult,535,bin_9,9,trial3,cheek,18.2798,TRUE
pp420,adult,535,bin_10,10,trial3,cheek,10.9721,TRUE
pp421,child,121,bin_0,0,trial2,cheek,4.9413,TRUE
pp421,child,121,bin_1,1,trial2,cheek,2.6729,TRUE
pp421,child,121,bin_2,2,trial2,cheek,2.476,TRUE
pp421,child,121,bin_3,3,trial2,cheek,2.7817,TRUE
pp421,child,121,bin_4,4,trial2,cheek,5.5714,TRUE
pp421,child,121,bin_5,5,trial2,cheek,10.4889,TRUE
pp421,child,121,bin_6,6,trial2,cheek,7.1084,TRUE
pp421,child,121,bin_7,7,trial2,cheek,3.3832,TRUE
pp421,child,121,bin_8,8,trial2,cheek,2.9318,TRUE
pp421,child,121,bin_9,9,trial2,cheek,2.4435,TRUE
pp421,child,121,bin_10,10,trial2,cheek,3.9861,TRUE
pp421,adult,131,bin_0,0,trial6,brow,10.8217,TRUE
pp421,adult,131,bin_1,1,trial6,brow,9.7899,TRUE
pp421,adult,131,bin_2,2,trial6,brow,8.3367,TRUE
pp421,adult,131,bin_3,3,trial6,brow,15.1227,TRUE
pp421,adult,131,bin_4,4,trial6,brow,6.4856,TRUE
pp421,adult,131,bin_5,5,trial6,brow,11.1679,TRUE
pp421,adult,131,bin_6,6,trial6,brow,9.8375,TRUE
pp421,adult,131,bin_7,7,trial6,brow,8.127,TRUE
pp421,adult,131,bin_8,8,trial6,brow,9.6259,TRUE
pp421,adult,131,bin_9,9,trial6,brow,11.9605,TRUE
pp421,adult,131,bin_10,10,trial6,brow,8.9186,TRUE
pp421,adult,131,bin_0,0,trial7,cheek,3.2717,TRUE
pp421,adult,131,bin_1,1,trial7,cheek,2.3195,TRUE
pp421,adult,131,bin_2,2,trial7,cheek,2.5697,TRUE
pp421,adult,131,bin_3,3,trial7,cheek,2.705,TRUE
pp421,adult,131,bin_4,4,trial7,cheek,2.4765,TRUE
pp421,adult,131,bin_5,5,trial7,cheek,2.4707,TRUE
pp421,adult,131,bin_6,6,trial7,cheek,2.3464,TRUE
pp421,adult,131,bin_7,7,trial7,cheek,2.2688,TRUE
pp421,adult,131,bin_8,8,trial7,cheek,2.4495,TRUE
pp421,adult,131,bin_9,9,trial7,cheek,2.901,TRUE
pp421,adult,131,bin_10,10,trial7,cheek,2.8922,TRUE
pp421,adult,232,bin_0,0,trial5,cheek,3.9223,TRUE
pp421,adult,232,bin_1,1,trial5,cheek,3.123,TRUE
pp421,adult,232,bin_2,2,trial5,cheek,2.1395,TRUE
pp421,adult,232,bin_3,3,trial5,cheek,2.8771,TRUE
pp421,adult,232,bin_4,4,trial5,cheek,2.2624,TRUE
pp421,adult,232,bin_5,5,trial5,cheek,3.5799,TRUE
pp421,adult,232,bin_6,6,trial5,cheek,3.0218,TRUE
pp421,adult,232,bin_7,7,trial5,cheek,2.7293,TRUE
pp421,adult,232,bin_8,8,trial5,cheek,2.4799,TRUE
pp421,adult,232,bin_9,9,trial5,cheek,2.4423,TRUE
pp421,adult,232,bin_10,10,trial5,cheek,2.3216,TRUE
pp421,child,323,bin_0,0,trial7,brow,8.6528,TRUE
pp421,child,323,bin_1,1,trial7,brow,21.1182,TRUE
pp421,child,323,bin_2,2,trial7,brow,159.9004,TRUE
pp421,child,323,bin_3,3,trial7,brow,34.1744,TRUE
pp421,child,323,bin_4,4,trial7,brow,67.8765,TRUE
pp421,child,323,bin_5,5,trial7,brow,27.9871,TRUE
pp421,child,323,bin_6,6,trial7,brow,57.3561,TRUE
pp421,child,323,bin_7,7,trial7,brow,79.0169,TRUE
pp421,child,323,bin_8,8,trial7,brow,40.2177,TRUE
pp421,child,323,bin_9,9,trial7,brow,13.2258,TRUE
pp421,child,323,bin_10,10,trial7,brow,17.2044,TRUE
pp421,child,323,bin_0,0,trial7,cheek,3.9679,TRUE
pp421,child,323,bin_1,1,trial7,cheek,12.2599,TRUE
pp421,child,323,bin_2,2,trial7,cheek,65.8467,TRUE
pp421,child,323,bin_3,3,trial7,cheek,23.1244,TRUE
pp421,child,323,bin_4,4,trial7,cheek,21.2973,TRUE
pp421,child,323,bin_5,5,trial7,cheek,17.0717,TRUE
pp421,child,323,bin_6,6,trial7,cheek,19.2283,TRUE
pp421,child,323,bin_7,7,trial7,cheek,66.7245,TRUE
pp421,child,323,bin_8,8,trial7,cheek,32.5029,TRUE
pp421,child,323,bin_9,9,trial7,cheek,13.1216,TRUE
pp421,child,323,bin_10,10,trial7,cheek,10.9475,TRUE
pp421,child,424,bin_0,0,trial1,cheek,3.7036,TRUE
pp421,child,424,bin_1,1,trial1,cheek,3.4198,TRUE
pp421,child,424,bin_2,2,trial1,cheek,3.1655,TRUE
pp421,child,424,bin_3,3,trial1,cheek,3.396,TRUE
pp421,child,424,bin_4,4,trial1,cheek,2.8905,TRUE
pp421,child,424,bin_5,5,trial1,cheek,3.0047,TRUE
pp421,child,424,bin_6,6,trial1,cheek,2.9282,TRUE
pp421,child,424,bin_7,7,trial1,cheek,3.0633,TRUE
pp421,child,424,bin_8,8,trial1,cheek,2.7724,TRUE
pp421,child,424,bin_9,9,trial1,cheek,2.4166,TRUE
pp421,child,424,bin_10,10,trial1,cheek,2.3459,TRUE
pp421,child,525,bin_0,0,trial3,cheek,2.925,TRUE
pp421,child,525,bin_1,1,trial3,cheek,2.6051,TRUE
pp421,child,525,bin_2,2,trial3,cheek,2.7761,TRUE
pp421,child,525,bin_3,3,trial3,cheek,2.5468,TRUE
pp421,child,525,bin_4,4,trial3,cheek,2.6493,TRUE
pp421,child,525,bin_5,5,trial3,cheek,2.5115,TRUE
pp421,child,525,bin_6,6,trial3,cheek,2.6304,TRUE
pp421,child,525,bin_7,7,trial3,cheek,2.8767,TRUE
pp421,child,525,bin_8,8,trial3,cheek,2.7459,TRUE
pp421,child,525,bin_9,9,trial3,cheek,2.3667,TRUE
pp421,child,525,bin_10,10,trial3,cheek,2.8413,TRUE
pp421,adult,535,bin_0,0,trial7,cheek,3.3477,TRUE
pp421,adult,535,bin_1,1,trial7,cheek,2.9229,TRUE
pp421,adult,535,bin_2,2,trial7,cheek,1.9651,TRUE
pp421,adult,535,bin_3,3,trial7,cheek,2.4001,TRUE
pp421,adult,535,bin_4,4,trial7,cheek,2.1555,TRUE
pp421,adult,535,bin_5,5,trial7,cheek,2.1008,TRUE
pp421,adult,535,bin_6,6,trial7,cheek,2.2416,TRUE
pp421,adult,535,bin_7,7,trial7,cheek,2.5803,TRUE
pp421,adult,535,bin_8,8,trial7,cheek,2.6859,TRUE
pp421,adult,535,bin_9,9,trial7,cheek,2.419,TRUE
pp421,adult,535,bin_10,10,trial7,cheek,2.0784,TRUE
pp422,child,121,bin_0,0,trial3,cheek,17.0522,TRUE
pp422,child,121,bin_1,1,trial3,cheek,12.8481,TRUE
pp422,child,121,bin_2,2,trial3,cheek,4.7664,TRUE
pp422,child,121,bin_3,3,trial3,cheek,3.7072,TRUE
pp422,child,121,bin_4,4,trial3,cheek,3.8618,TRUE
pp422,child,121,bin_5,5,trial3,cheek,6.7289,TRUE
pp422,child,121,bin_6,6,trial3,cheek,6.6627,TRUE
pp422,child,121,bin_7,7,trial3,cheek,8.0888,TRUE
pp422,child,121,bin_8,8,trial3,cheek,6.8888,TRUE
pp422,child,121,bin_9,9,trial3,cheek,4.2706,TRUE
pp422,child,121,bin_10,10,trial3,cheek,4.4554,TRUE
pp422,adult,131,bin_0,0,trial1,brow,25.3097,TRUE
pp422,adult,131,bin_1,1,trial1,brow,9.2589,TRUE
pp422,adult,131,bin_2,2,trial1,brow,18.971800000000002,TRUE
pp422,adult,131,bin_3,3,trial1,brow,22.7907,TRUE
pp422,adult,131,bin_4,4,trial1,brow,46.9898,TRUE
pp422,adult,131,bin_5,5,trial1,brow,50.1108,TRUE
pp422,adult,131,bin_6,6,trial1,brow,48.458,TRUE
pp422,adult,131,bin_7,7,trial1,brow,29.6548,TRUE
pp422,adult,131,bin_8,8,trial1,brow,35.036,TRUE
pp422,adult,131,bin_9,9,trial1,brow,18.5196,TRUE
pp422,adult,131,bin_10,10,trial1,brow,29.7742,TRUE
pp422,adult,131,bin_0,0,trial1,cheek,28.036,TRUE
pp422,adult,131,bin_1,1,trial1,cheek,30.4953,TRUE
pp422,adult,131,bin_2,2,trial1,cheek,36.4097,TRUE
pp422,adult,131,bin_3,3,trial1,cheek,57.7165,TRUE
pp422,adult,131,bin_4,4,trial1,cheek,47.0441,TRUE
pp422,adult,131,bin_5,5,trial1,cheek,39.5755,TRUE
pp422,adult,131,bin_6,6,trial1,cheek,38.8325,TRUE
pp422,adult,131,bin_7,7,trial1,cheek,33.2028,TRUE
pp422,adult,131,bin_8,8,trial1,cheek,42.5067,TRUE
pp422,adult,131,bin_9,9,trial1,cheek,25.1306,TRUE
pp422,adult,131,bin_10,10,trial1,cheek,17.9311,TRUE
pp422,adult,232,bin_0,0,trial5,cheek,5.555,TRUE
pp422,adult,232,bin_1,1,trial5,cheek,4.658,TRUE
pp422,adult,232,bin_2,2,trial5,cheek,3.9071,TRUE
pp422,adult,232,bin_3,3,trial5,cheek,3.6148,TRUE
pp422,adult,232,bin_4,4,trial5,cheek,4.3203,TRUE
pp422,adult,232,bin_5,5,trial5,cheek,4.7099,TRUE
pp422,adult,232,bin_6,6,trial5,cheek,4.6823,TRUE
pp422,adult,232,bin_7,7,trial5,cheek,4.6255,TRUE
pp422,adult,232,bin_8,8,trial5,cheek,4.4507,TRUE
pp422,adult,232,bin_9,9,trial5,cheek,3.8257,TRUE
pp422,adult,232,bin_10,10,trial5,cheek,3.242,TRUE
pp422,child,323,bin_0,0,trial2,brow,8.2284,TRUE
pp422,child,323,bin_1,1,trial2,brow,6.1085,TRUE
pp422,child,323,bin_2,2,trial2,brow,4.8067,TRUE
pp422,child,323,bin_3,3,trial2,brow,4.4533,TRUE
pp422,child,323,bin_4,4,trial2,brow,5.3279,TRUE
pp422,child,323,bin_5,5,trial2,brow,4.3706,TRUE
pp422,child,323,bin_6,6,trial2,brow,5.1055,TRUE
pp422,child,323,bin_7,7,trial2,brow,13.3876,TRUE
pp422,child,323,bin_8,8,trial2,brow,90.8019,TRUE
pp422,child,323,bin_9,9,trial2,brow,64.3813,TRUE
pp422,child,323,bin_10,10,trial2,brow,49.5449,TRUE
pp422,child,424,bin_0,0,trial5,brow,19.5006,TRUE
pp422,child,424,bin_1,1,trial5,brow,20.5156,TRUE
pp422,child,424,bin_2,2,trial5,brow,16.7984,TRUE
pp422,child,424,bin_3,3,trial5,brow,19.9802,TRUE
pp422,child,424,bin_4,4,trial5,brow,16.7582,TRUE
pp422,child,424,bin_5,5,trial5,brow,18.4723,TRUE
pp422,child,424,bin_6,6,trial5,brow,15.9979,TRUE
pp422,child,424,bin_7,7,trial5,brow,13.0111,TRUE
pp422,child,424,bin_8,8,trial5,brow,13.8409,TRUE
pp422,child,424,bin_9,9,trial5,brow,16.0308,TRUE
pp422,child,424,bin_10,10,trial5,brow,22.2856,TRUE
pp422,child,424,bin_0,0,trial6,cheek,31.5977,TRUE
pp422,child,424,bin_1,1,trial6,cheek,14.0037,TRUE
pp422,child,424,bin_2,2,trial6,cheek,12.9279,TRUE
pp422,child,424,bin_3,3,trial6,cheek,8.7503,TRUE
pp422,child,424,bin_4,4,trial6,cheek,12.1449,TRUE
pp422,child,424,bin_5,5,trial6,cheek,13.9547,TRUE
pp422,child,424,bin_6,6,trial6,cheek,16.7941,TRUE
pp422,child,424,bin_7,7,trial6,cheek,11.8168,TRUE
pp422,child,424,bin_8,8,trial6,cheek,12.0518,TRUE
pp422,child,424,bin_9,9,trial6,cheek,21.2413,TRUE
pp422,child,424,bin_10,10,trial6,cheek,13.7038,TRUE
pp422,adult,434,bin_0,0,trial7,brow,28.9765,TRUE
pp422,adult,434,bin_1,1,trial7,brow,18.8685,TRUE
pp422,adult,434,bin_2,2,trial7,brow,9.386,TRUE
pp422,adult,434,bin_3,3,trial7,brow,14.6819,TRUE
pp422,adult,434,bin_4,4,trial7,brow,9.3697,TRUE
pp422,adult,434,bin_5,5,trial7,brow,16.1363,TRUE
pp422,adult,434,bin_6,6,trial7,brow,13.3803,TRUE
pp422,adult,434,bin_7,7,trial7,brow,8.6617,TRUE
pp422,adult,434,bin_8,8,trial7,brow,7.2066,TRUE
pp422,adult,434,bin_9,9,trial7,brow,5.6721,TRUE
pp422,adult,434,bin_10,10,trial7,brow,4.4332,TRUE
pp422,adult,434,bin_0,0,trial7,cheek,26.9184,TRUE
pp422,adult,434,bin_1,1,trial7,cheek,84.1307,TRUE
pp422,adult,434,bin_2,2,trial7,cheek,18.1079,TRUE
pp422,adult,434,bin_3,3,trial7,cheek,18.8706,TRUE
pp422,adult,434,bin_4,4,trial7,cheek,21.6683,TRUE
pp422,adult,434,bin_5,5,trial7,cheek,21.7126,TRUE
pp422,adult,434,bin_6,6,trial7,cheek,32.7796,TRUE
pp422,adult,434,bin_7,7,trial7,cheek,6.8478,TRUE
pp422,adult,434,bin_8,8,trial7,cheek,6.1727,TRUE
pp422,adult,434,bin_9,9,trial7,cheek,12.0197,TRUE
pp422,adult,434,bin_10,10,trial7,cheek,14.4184,TRUE
pp422,child,525,bin_0,0,trial1,brow,14.8514,TRUE
pp422,child,525,bin_1,1,trial1,brow,14.2477,TRUE
pp422,child,525,bin_2,2,trial1,brow,11.8646,TRUE
pp422,child,525,bin_3,3,trial1,brow,11.9119,TRUE
pp422,child,525,bin_4,4,trial1,brow,11.4386,TRUE
pp422,child,525,bin_5,5,trial1,brow,9.4075,TRUE
pp422,child,525,bin_6,6,trial1,brow,11.798,TRUE
pp422,child,525,bin_7,7,trial1,brow,4.6723,TRUE
pp422,child,525,bin_8,8,trial1,brow,4.6989,TRUE
pp422,child,525,bin_9,9,trial1,brow,8.3187,TRUE
pp422,child,525,bin_10,10,trial1,brow,5.9134,TRUE
pp422,child,525,bin_0,0,trial1,cheek,37.3602,TRUE
pp422,child,525,bin_1,1,trial1,cheek,31.1493,TRUE
pp422,child,525,bin_2,2,trial1,cheek,36.9771,TRUE
pp422,child,525,bin_3,3,trial1,cheek,27.9134,TRUE
pp422,child,525,bin_4,4,trial1,cheek,13.4387,TRUE
pp422,child,525,bin_5,5,trial1,cheek,18.381,TRUE
pp422,child,525,bin_6,6,trial1,cheek,19.4456,TRUE
pp422,child,525,bin_7,7,trial1,cheek,5.7156,TRUE
pp422,child,525,bin_8,8,trial1,cheek,6.2806,TRUE
pp422,child,525,bin_9,9,trial1,cheek,14.0725,TRUE
pp422,child,525,bin_10,10,trial1,cheek,9.5619,TRUE
pp422,adult,535,bin_0,0,trial3,brow,10.9677,TRUE
pp422,adult,535,bin_1,1,trial3,brow,5.81,TRUE
pp422,adult,535,bin_2,2,trial3,brow,7.4438,TRUE
pp422,adult,535,bin_3,3,trial3,brow,11.9696,TRUE
pp422,adult,535,bin_4,4,trial3,brow,7.625,TRUE
pp422,adult,535,bin_5,5,trial3,brow,4.6468,TRUE
pp422,adult,535,bin_6,6,trial3,brow,6.8508,TRUE
pp422,adult,535,bin_7,7,trial3,brow,14.7829,TRUE
pp422,adult,535,bin_8,8,trial3,brow,13.5072,TRUE
pp422,adult,535,bin_9,9,trial3,brow,10.6163,TRUE
pp422,adult,535,bin_10,10,trial3,brow,13.1645,TRUE
pp422,adult,535,bin_0,0,trial3,cheek,22.7821,TRUE
pp422,adult,535,bin_1,1,trial3,cheek,19.1743,TRUE
pp422,adult,535,bin_2,2,trial3,cheek,21.8064,TRUE
pp422,adult,535,bin_3,3,trial3,cheek,12.0913,TRUE
