pp_no,model,emotion,bin,bin_no,trial,muscle,rms,bl_outlier
pp450,child,525,bin_2,2,trial6,brow,23.8156,TRUE
pp450,child,525,bin_3,3,trial6,brow,32.0655,TRUE
pp450,child,525,bin_4,4,trial6,brow,20.8253,TRUE
pp450,child,525,bin_5,5,trial6,brow,34.1766,TRUE
pp450,child,525,bin_6,6,trial6,brow,26.9676,TRUE
pp450,child,525,bin_7,7,trial6,brow,25.1469,TRUE
pp450,child,525,bin_8,8,trial6,brow,19.0046,TRUE
pp450,child,525,bin_9,9,trial6,brow,21.5267,TRUE
pp450,child,525,bin_10,10,trial6,brow,10.8464,TRUE
pp451,child,121,bin_0,0,trial4,brow,27.2394,TRUE
pp451,child,121,bin_1,1,trial4,brow,28.7649,TRUE
pp451,child,121,bin_2,2,trial4,brow,13.4405,TRUE
pp451,child,121,bin_3,3,trial4,brow,20.5876,TRUE
pp451,child,121,bin_4,4,trial4,brow,16.269,TRUE
pp451,child,121,bin_5,5,trial4,brow,11.2908,TRUE
pp451,child,121,bin_6,6,trial4,brow,23.2324,TRUE
pp451,child,121,bin_7,7,trial4,brow,13.5183,TRUE
pp451,child,121,bin_8,8,trial4,brow,20.5931,TRUE
pp451,child,121,bin_9,9,trial4,brow,11.0798,TRUE
pp451,child,121,bin_10,10,trial4,brow,20.8453,TRUE
pp451,child,121,bin_0,0,trial4,cheek,33.561,TRUE
pp451,child,121,bin_1,1,trial4,cheek,20.2268,TRUE
pp451,child,121,bin_2,2,trial4,cheek,12.0168,TRUE
pp451,child,121,bin_3,3,trial4,cheek,20.1409,TRUE
pp451,child,121,bin_4,4,trial4,cheek,19.3475,TRUE
pp451,child,121,bin_5,5,trial4,cheek,12.161,TRUE
pp451,child,121,bin_6,6,trial4,cheek,10.0674,TRUE
pp451,child,121,bin_7,7,trial4,cheek,15.7437,TRUE
pp451,child,121,bin_8,8,trial4,cheek,12.7236,TRUE
pp451,child,121,bin_9,9,trial4,cheek,13.6904,TRUE
pp451,child,121,bin_10,10,trial4,cheek,22.2782,TRUE
pp451,adult,131,bin_0,0,trial2,cheek,25.2478,TRUE
pp451,adult,131,bin_1,1,trial2,cheek,25.9181,TRUE
pp451,adult,131,bin_2,2,trial2,cheek,17.5397,TRUE
pp451,adult,131,bin_3,3,trial2,cheek,21.9793,TRUE
pp451,adult,131,bin_4,4,trial2,cheek,20.4579,TRUE
pp451,adult,131,bin_5,5,trial2,cheek,18.4524,TRUE
pp451,adult,131,bin_6,6,trial2,cheek,30.7905,TRUE
pp451,adult,131,bin_7,7,trial2,cheek,18.4232,TRUE
pp451,adult,131,bin_8,8,trial2,cheek,33.8217,TRUE
pp451,adult,131,bin_9,9,trial2,cheek,40.6399,TRUE
pp451,adult,131,bin_10,10,trial2,cheek,40.8348,TRUE
pp451,adult,131,bin_0,0,trial8,brow,5.4075,TRUE
pp451,adult,131,bin_1,1,trial8,brow,3.2942,TRUE
pp451,adult,131,bin_2,2,trial8,brow,3.3555,TRUE
pp451,adult,131,bin_3,3,trial8,brow,3.3209,TRUE
pp451,adult,131,bin_4,4,trial8,brow,2.3638,TRUE
pp451,adult,131,bin_5,5,trial8,brow,2.657,TRUE
pp451,adult,131,bin_6,6,trial8,brow,2.728,TRUE
pp451,adult,131,bin_7,7,trial8,brow,2.2796,TRUE
pp451,adult,131,bin_8,8,trial8,brow,2.6682,TRUE
pp451,adult,131,bin_9,9,trial8,brow,4.125,TRUE
pp451,adult,131,bin_10,10,trial8,brow,7.776,TRUE
pp451,adult,232,bin_0,0,trial4,brow,13.1867,TRUE
pp451,adult,232,bin_1,1,trial4,brow,11.9714,TRUE
pp451,adult,232,bin_2,2,trial4,brow,4.7391,TRUE
pp451,adult,232,bin_3,3,trial4,brow,9.6292,TRUE
pp451,adult,232,bin_4,4,trial4,brow,7.9841,TRUE
pp451,adult,232,bin_5,5,trial4,brow,3.2888,TRUE
pp451,adult,232,bin_6,6,trial4,brow,3.1986,TRUE
pp451,adult,232,bin_7,7,trial4,brow,3.5524,TRUE
pp451,adult,232,bin_8,8,trial4,brow,3.048,TRUE
pp451,adult,232,bin_9,9,trial4,brow,5.0813,TRUE
pp451,adult,232,bin_10,10,trial4,brow,9.242,TRUE
pp451,adult,232,bin_0,0,trial5,cheek,32.4505,TRUE
pp451,adult,232,bin_1,1,trial5,cheek,33.3846,TRUE
pp451,adult,232,bin_2,2,trial5,cheek,26.9939,TRUE
pp451,adult,232,bin_3,3,trial5,cheek,29.8327,TRUE
pp451,adult,232,bin_4,4,trial5,cheek,12.7263,TRUE
pp451,adult,232,bin_5,5,trial5,cheek,10.0831,TRUE
pp451,adult,232,bin_6,6,trial5,cheek,10.751,TRUE
pp451,adult,232,bin_7,7,trial5,cheek,25.6711,TRUE
pp451,adult,232,bin_8,8,trial5,cheek,14.4308,TRUE
pp451,adult,232,bin_9,9,trial5,cheek,6.1505,TRUE
pp451,adult,232,bin_10,10,trial5,cheek,4.4406,TRUE
pp451,child,323,bin_0,0,trial3,brow,32.2465,TRUE
pp451,child,323,bin_1,1,trial3,brow,22.7111,TRUE
pp451,child,323,bin_2,2,trial3,brow,26.6761,TRUE
pp451,child,323,bin_3,3,trial3,brow,23.5678,TRUE
pp451,child,323,bin_4,4,trial3,brow,24.62,TRUE
pp451,child,323,bin_5,5,trial3,brow,18.3248,TRUE
pp451,child,323,bin_6,6,trial3,brow,16.7301,TRUE
pp451,child,323,bin_7,7,trial3,brow,20.6437,TRUE
pp451,child,323,bin_8,8,trial3,brow,8.8962,TRUE
pp451,child,323,bin_9,9,trial3,brow,12.9633,TRUE
pp451,child,323,bin_10,10,trial3,brow,13.3238,TRUE
pp451,child,323,bin_0,0,trial6,cheek,36.6379,TRUE
pp451,child,323,bin_1,1,trial6,cheek,18.9964,TRUE
pp451,child,323,bin_2,2,trial6,cheek,12.264,TRUE
pp451,child,323,bin_3,3,trial6,cheek,20.4849,TRUE
pp451,child,323,bin_4,4,trial6,cheek,8.8325,TRUE
pp451,child,323,bin_5,5,trial6,cheek,7.1334,TRUE
pp451,child,323,bin_6,6,trial6,cheek,5.9472,TRUE
pp451,child,323,bin_7,7,trial6,cheek,7.3723,TRUE
pp451,child,323,bin_8,8,trial6,cheek,9.022,TRUE
pp451,child,323,bin_9,9,trial6,cheek,9.5689,TRUE
pp451,child,323,bin_10,10,trial6,cheek,5.368,TRUE
pp451,child,424,bin_0,0,trial3,cheek,41.1213,TRUE
pp451,child,424,bin_1,1,trial3,cheek,24.4396,TRUE
pp451,child,424,bin_2,2,trial3,cheek,21.5525,TRUE
pp451,child,424,bin_3,3,trial3,cheek,12.8265,TRUE
pp451,child,424,bin_4,4,trial3,cheek,28.0328,TRUE
pp451,child,424,bin_5,5,trial3,cheek,32.0695,TRUE
pp451,child,424,bin_6,6,trial3,cheek,19.6446,TRUE
pp451,child,424,bin_7,7,trial3,cheek,6.6574,TRUE
pp451,child,424,bin_8,8,trial3,cheek,4.8773,TRUE
pp451,child,424,bin_9,9,trial3,cheek,10.6134,TRUE
pp451,child,424,bin_10,10,trial3,cheek,13.0142,TRUE
pp451,child,424,bin_0,0,trial5,brow,15.1727,TRUE
pp451,child,424,bin_1,1,trial5,brow,4.5501,TRUE
pp451,child,424,bin_2,2,trial5,brow,4.0539,TRUE
pp451,child,424,bin_3,3,trial5,brow,4.4907,TRUE
pp451,child,424,bin_4,4,trial5,brow,3.9551,TRUE
pp451,child,424,bin_5,5,trial5,brow,3.084,TRUE
pp451,child,424,bin_6,6,trial5,brow,5.3425,TRUE
pp451,child,424,bin_7,7,trial5,brow,5.8995,TRUE
pp451,child,424,bin_8,8,trial5,brow,4.3432,TRUE
pp451,child,424,bin_9,9,trial5,brow,6.8096,TRUE
pp451,child,424,bin_10,10,trial5,brow,4.2385,TRUE
pp451,adult,434,bin_0,0,trial7,brow,23.3777,TRUE
pp451,adult,434,bin_1,1,trial7,brow,10.0798,TRUE
pp451,adult,434,bin_2,2,trial7,brow,8.0729,TRUE
pp451,adult,434,bin_3,3,trial7,brow,8.5277,TRUE
pp451,adult,434,bin_4,4,trial7,brow,8.8529,TRUE
pp451,adult,434,bin_5,5,trial7,brow,7.9166,TRUE
pp451,adult,434,bin_6,6,trial7,brow,12.7237,TRUE
pp451,adult,434,bin_7,7,trial7,brow,14.46,TRUE
pp451,adult,434,bin_8,8,trial7,brow,12.9185,TRUE
pp451,adult,434,bin_9,9,trial7,brow,21.6099,TRUE
pp451,adult,434,bin_10,10,trial7,brow,11.505,TRUE
pp451,adult,434,bin_0,0,trial7,cheek,27.8675,TRUE
pp451,adult,434,bin_1,1,trial7,cheek,20.9267,TRUE
pp451,adult,434,bin_2,2,trial7,cheek,15.0927,TRUE
pp451,adult,434,bin_3,3,trial7,cheek,11.5544,TRUE
pp451,adult,434,bin_4,4,trial7,cheek,11.5897,TRUE
pp451,adult,434,bin_5,5,trial7,cheek,10.9224,TRUE
pp451,adult,434,bin_6,6,trial7,cheek,9.0281,TRUE
pp451,adult,434,bin_7,7,trial7,cheek,14.3741,TRUE
pp451,adult,434,bin_8,8,trial7,cheek,12.8622,TRUE
pp451,adult,434,bin_9,9,trial7,cheek,19.6657,TRUE
pp451,adult,434,bin_10,10,trial7,cheek,7.2943,TRUE
pp451,child,525,bin_0,0,trial2,brow,32.3944,TRUE
pp451,child,525,bin_1,1,trial2,brow,10.5587,TRUE
pp451,child,525,bin_2,2,trial2,brow,9.6779,TRUE
pp451,child,525,bin_3,3,trial2,brow,8.6015,TRUE
pp451,child,525,bin_4,4,trial2,brow,12.1801,TRUE
pp451,child,525,bin_5,5,trial2,brow,13.1358,TRUE
pp451,child,525,bin_6,6,trial2,brow,15.2733,TRUE
pp451,child,525,bin_7,7,trial2,brow,19.4232,TRUE
pp451,child,525,bin_8,8,trial2,brow,66.1385,TRUE
pp451,child,525,bin_9,9,trial2,brow,43.2025,TRUE
pp451,child,525,bin_10,10,trial2,brow,34.8066,TRUE
pp451,child,525,bin_0,0,trial2,cheek,29.7131,TRUE
pp451,child,525,bin_1,1,trial2,cheek,5.3453,TRUE
pp451,child,525,bin_2,2,trial2,cheek,3.4644,TRUE
pp451,child,525,bin_3,3,trial2,cheek,3.4919,TRUE
pp451,child,525,bin_4,4,trial2,cheek,3.2866,TRUE
pp451,child,525,bin_5,5,trial2,cheek,10.0554,TRUE
pp451,child,525,bin_6,6,trial2,cheek,9.0408,TRUE
pp451,child,525,bin_7,7,trial2,cheek,17.9789,TRUE
pp451,child,525,bin_8,8,trial2,cheek,12.2955,TRUE
pp451,child,525,bin_9,9,trial2,cheek,6.9734,TRUE
pp451,child,525,bin_10,10,trial2,cheek,13.5334,TRUE
pp451,adult,535,bin_0,0,trial6,brow,23.768,TRUE
pp451,adult,535,bin_1,1,trial6,brow,21.3013,TRUE
pp451,adult,535,bin_2,2,trial6,brow,25.1678,TRUE
pp451,adult,535,bin_3,3,trial6,brow,21.3965,TRUE
pp451,adult,535,bin_4,4,trial6,brow,21.2342,TRUE
pp451,adult,535,bin_5,5,trial6,brow,18.3253,TRUE
pp451,adult,535,bin_6,6,trial6,brow,15.3102,TRUE
pp451,adult,535,bin_7,7,trial6,brow,12.4726,TRUE
pp451,adult,535,bin_8,8,trial6,brow,5.2551,TRUE
pp451,adult,535,bin_9,9,trial6,brow,3.099,TRUE
pp451,adult,535,bin_10,10,trial6,brow,3.4799,TRUE
pp451,adult,535,bin_0,0,trial6,cheek,31.2968,TRUE
pp451,adult,535,bin_1,1,trial6,cheek,36.6638,TRUE
pp451,adult,535,bin_2,2,trial6,cheek,22.2066,TRUE
pp451,adult,535,bin_3,3,trial6,cheek,29.8087,TRUE
pp451,adult,535,bin_4,4,trial6,cheek,17.3498,TRUE
pp451,adult,535,bin_5,5,trial6,cheek,12.4767,TRUE
pp451,adult,535,bin_6,6,trial6,cheek,12.9093,TRUE
pp451,adult,535,bin_7,7,trial6,cheek,7.8838,TRUE
pp451,adult,535,bin_8,8,trial6,cheek,4.1726,TRUE
pp451,adult,535,bin_9,9,trial6,cheek,3.243,TRUE
pp451,adult,535,bin_10,10,trial6,cheek,3.3425,TRUE
pp452,child,121,bin_0,0,trial1,brow,57.5421,TRUE
pp452,child,121,bin_1,1,trial1,brow,13.096,TRUE
pp452,child,121,bin_2,2,trial1,brow,7.0368,TRUE
pp452,child,121,bin_3,3,trial1,brow,18.3298,TRUE
pp452,child,121,bin_4,4,trial1,brow,16.0902,TRUE
pp452,child,121,bin_5,5,trial1,brow,25.2097,TRUE
pp452,child,121,bin_6,6,trial1,brow,12.6349,TRUE
pp452,child,121,bin_7,7,trial1,brow,55.9158,TRUE
pp452,child,121,bin_8,8,trial1,brow,17.2425,TRUE
pp452,child,121,bin_9,9,trial1,brow,6.3697,TRUE
pp452,child,121,bin_10,10,trial1,brow,5.7577,TRUE
pp452,adult,131,bin_0,0,trial8,brow,8.5888,TRUE
pp452,adult,131,bin_1,1,trial8,brow,10.0504,TRUE
pp452,adult,131,bin_2,2,trial8,brow,7.6999,TRUE
pp452,adult,131,bin_3,3,trial8,brow,7.032,TRUE
pp452,adult,131,bin_4,4,trial8,brow,6.7258,TRUE
pp452,adult,131,bin_5,5,trial8,brow,10.2483,TRUE
pp452,adult,131,bin_6,6,trial8,brow,8.8671,TRUE
pp452,adult,131,bin_7,7,trial8,brow,8.413,TRUE
pp452,adult,131,bin_8,8,trial8,brow,6.8804,TRUE
pp452,adult,131,bin_9,9,trial8,brow,7.8872,TRUE
pp452,adult,131,bin_10,10,trial8,brow,12.9848,TRUE
pp452,adult,232,bin_0,0,trial3,cheek,76.1812,TRUE
pp452,adult,232,bin_1,1,trial3,cheek,62.3477,TRUE
pp452,adult,232,bin_2,2,trial3,cheek,59.5523,TRUE
pp452,adult,232,bin_3,3,trial3,cheek,42.7897,TRUE
pp452,adult,232,bin_4,4,trial3,cheek,65.9494,TRUE
pp452,adult,232,bin_5,5,trial3,cheek,71.0917,TRUE
pp452,adult,232,bin_6,6,trial3,cheek,23.4987,TRUE
pp452,adult,232,bin_7,7,trial3,cheek,11.1645,TRUE
pp452,adult,232,bin_8,8,trial3,cheek,7.4469,TRUE
pp452,adult,232,bin_9,9,trial3,cheek,11.9146,TRUE
pp452,adult,232,bin_10,10,trial3,cheek,9.5702,TRUE
pp452,adult,232,bin_0,0,trial7,brow,20.575,TRUE
pp452,adult,232,bin_1,1,trial7,brow,25.4861,TRUE
pp452,adult,232,bin_2,2,trial7,brow,19.0172,TRUE
pp452,adult,232,bin_3,3,trial7,brow,14.673,TRUE
pp452,adult,232,bin_4,4,trial7,brow,9.8385,TRUE
pp452,adult,232,bin_5,5,trial7,brow,12.502,TRUE
pp452,adult,232,bin_6,6,trial7,brow,11.7821,TRUE
pp452,adult,232,bin_7,7,trial7,brow,8.7393,TRUE
pp452,adult,232,bin_8,8,trial7,brow,16.7657,TRUE
pp452,adult,232,bin_9,9,trial7,brow,14.8302,TRUE
pp452,adult,232,bin_10,10,trial7,brow,8.0402,TRUE
pp452,child,323,bin_0,0,trial2,cheek,63.1083,TRUE
pp452,child,323,bin_1,1,trial2,cheek,40.5432,TRUE
pp452,child,323,bin_2,2,trial2,cheek,8.2961,TRUE
pp452,child,323,bin_3,3,trial2,cheek,7.8628,TRUE
pp452,child,323,bin_4,4,trial2,cheek,8.7529,TRUE
pp452,child,323,bin_5,5,trial2,cheek,9.8371,TRUE
pp452,child,323,bin_6,6,trial2,cheek,7.2602,TRUE
pp452,child,323,bin_7,7,trial2,cheek,5.5594,TRUE
pp452,child,323,bin_8,8,trial2,cheek,5.9334,TRUE
pp452,child,323,bin_9,9,trial2,cheek,35.7572,TRUE
pp452,child,323,bin_10,10,trial2,cheek,53.79,TRUE
pp452,child,424,bin_0,0,trial1,cheek,19.2005,TRUE
pp452,child,424,bin_1,1,trial1,cheek,6.3894,TRUE
pp452,child,424,bin_2,2,trial1,cheek,5.3781,TRUE
pp452,child,424,bin_3,3,trial1,cheek,3.4294,TRUE
pp452,child,424,bin_4,4,trial1,cheek,3.0786,TRUE
pp452,child,424,bin_5,5,trial1,cheek,3.3982,TRUE
pp452,child,424,bin_6,6,trial1,cheek,2.9476,TRUE
pp452,child,424,bin_7,7,trial1,cheek,2.0763,TRUE
pp452,child,424,bin_8,8,trial1,cheek,2.5477,TRUE
pp452,child,424,bin_9,9,trial1,cheek,3.7905,TRUE
pp452,child,424,bin_10,10,trial1,cheek,3.2544,TRUE
pp452,adult,434,bin_0,0,trial4,brow,19.7872,TRUE
pp452,adult,434,bin_1,1,trial4,brow,56.6468,TRUE
pp452,adult,434,bin_2,2,trial4,brow,25.7206,TRUE
pp452,adult,434,bin_3,3,trial4,brow,12.2393,TRUE
pp452,adult,434,bin_4,4,trial4,brow,21.1553,TRUE
pp452,adult,434,bin_5,5,trial4,brow,7.6912,TRUE
pp452,adult,434,bin_6,6,trial4,brow,7.5648,TRUE
pp452,adult,434,bin_7,7,trial4,brow,7.112,TRUE
pp452,adult,434,bin_8,8,trial4,brow,6.2286,TRUE
pp452,adult,434,bin_9,9,trial4,brow,6.6309,TRUE
pp452,adult,434,bin_10,10,trial4,brow,5.8321,TRUE
pp452,adult,434,bin_0,0,trial4,cheek,12.0594,TRUE
pp452,adult,434,bin_1,1,trial4,cheek,13.4212,TRUE
pp452,adult,434,bin_2,2,trial4,cheek,20.6861,TRUE
pp452,adult,434,bin_3,3,trial4,cheek,12.5853,TRUE
pp452,adult,434,bin_4,4,trial4,cheek,12.2344,TRUE
pp452,adult,434,bin_5,5,trial4,cheek,8.5593,TRUE
pp452,adult,434,bin_6,6,trial4,cheek,7.9133,TRUE
pp452,adult,434,bin_7,7,trial4,cheek,8.4962,TRUE
pp452,adult,434,bin_8,8,trial4,cheek,6.618,TRUE
pp452,adult,434,bin_9,9,trial4,cheek,7.4356,TRUE
pp452,adult,434,bin_10,10,trial4,cheek,6.048,TRUE
pp452,child,525,bin_0,0,trial2,brow,12.817,TRUE
pp452,child,525,bin_1,1,trial2,brow,15.4067,TRUE
pp452,child,525,bin_2,2,trial2,brow,11.3484,TRUE
pp452,child,525,bin_3,3,trial2,brow,6.6849,TRUE
pp452,child,525,bin_4,4,trial2,brow,9.6995,TRUE
pp452,child,525,bin_5,5,trial2,brow,13.0144,TRUE
pp452,child,525,bin_6,6,trial2,brow,9.7739,TRUE
pp452,child,525,bin_7,7,trial2,brow,8.6749,TRUE
pp452,child,525,bin_8,8,trial2,brow,8.9405,TRUE
pp452,child,525,bin_9,9,trial2,brow,6.9835,TRUE
pp452,child,525,bin_10,10,trial2,brow,9.523,TRUE
pp452,child,525,bin_0,0,trial3,cheek,13.7384,TRUE
pp452,child,525,bin_1,1,trial3,cheek,52.8563,TRUE
pp452,child,525,bin_2,2,trial3,cheek,9.9139,TRUE
pp452,child,525,bin_3,3,trial3,cheek,12.0465,TRUE
pp452,child,525,bin_4,4,trial3,cheek,7.6508,TRUE
pp452,child,525,bin_5,5,trial3,cheek,23.0631,TRUE
pp452,child,525,bin_6,6,trial3,cheek,24.4385,TRUE
pp452,child,525,bin_7,7,trial3,cheek,6.824,TRUE
pp452,child,525,bin_8,8,trial3,cheek,12.4497,TRUE
pp452,child,525,bin_9,9,trial3,cheek,44.592,TRUE
pp452,child,525,bin_10,10,trial3,cheek,21.8429,TRUE
pp452,adult,535,bin_0,0,trial3,cheek,10.9039,TRUE
pp452,adult,535,bin_1,1,trial3,cheek,6.8358,TRUE
pp452,adult,535,bin_2,2,trial3,cheek,3.5632,TRUE
pp452,adult,535,bin_3,3,trial3,cheek,3.4803,TRUE
pp452,adult,535,bin_4,4,trial3,cheek,4.5008,TRUE
pp452,adult,535,bin_5,5,trial3,cheek,3.862,TRUE
pp452,adult,535,bin_6,6,trial3,cheek,3.0381,TRUE
pp452,adult,535,bin_7,7,trial3,cheek,5.1842,TRUE
pp452,adult,535,bin_8,8,trial3,cheek,4.4721,TRUE
pp452,adult,535,bin_9,9,trial3,cheek,3.2764,TRUE
pp452,adult,535,bin_10,10,trial3,cheek,2.2072,TRUE
pp452,adult,535,bin_0,0,trial5,brow,10.0448,TRUE
pp452,adult,535,bin_1,1,trial5,brow,6.9715,TRUE
pp452,adult,535,bin_2,2,trial5,brow,10.2659,TRUE
pp452,adult,535,bin_3,3,trial5,brow,15.0413,TRUE
pp452,adult,535,bin_4,4,trial5,brow,8.8441,TRUE
pp452,adult,535,bin_5,5,trial5,brow,10.1259,TRUE
pp452,adult,535,bin_6,6,trial5,brow,8.175,TRUE
pp452,adult,535,bin_7,7,trial5,brow,8.9238,TRUE
pp452,adult,535,bin_8,8,trial5,brow,14.2664,TRUE
pp452,adult,535,bin_9,9,trial5,brow,15.0201,TRUE
pp452,adult,535,bin_10,10,trial5,brow,15.466,TRUE
pp453,child,121,bin_0,0,trial3,cheek,3.2934,TRUE
pp453,child,121,bin_1,1,trial3,cheek,2.8994,TRUE
pp453,child,121,bin_2,2,trial3,cheek,5.1552,TRUE
pp453,child,121,bin_3,3,trial3,cheek,3.5656,TRUE
pp453,child,121,bin_4,4,trial3,cheek,4.0354,TRUE
pp453,child,121,bin_5,5,trial3,cheek,3.4059,TRUE
pp453,child,121,bin_6,6,trial3,cheek,3.4405,TRUE
pp453,child,121,bin_7,7,trial3,cheek,3.2933,TRUE
pp453,child,121,bin_8,8,trial3,cheek,3.6397,TRUE
pp453,child,121,bin_9,9,trial3,cheek,8.297,TRUE
pp453,child,121,bin_10,10,trial3,cheek,10.5708,TRUE
pp453,adult,131,bin_0,0,trial2,cheek,3.4622,TRUE
pp453,adult,131,bin_1,1,trial2,cheek,3.3975,TRUE
pp453,adult,131,bin_2,2,trial2,cheek,2.8281,TRUE
pp453,adult,131,bin_3,3,trial2,cheek,3.0335,TRUE
pp453,adult,131,bin_4,4,trial2,cheek,2.7783,TRUE
pp453,adult,131,bin_5,5,trial2,cheek,3.8056,TRUE
pp453,adult,131,bin_6,6,trial2,cheek,2.8015,TRUE
pp453,adult,131,bin_7,7,trial2,cheek,3.1615,TRUE
pp453,adult,131,bin_8,8,trial2,cheek,3.3859,TRUE
pp453,adult,131,bin_9,9,trial2,cheek,3.2787,TRUE
pp453,adult,131,bin_10,10,trial2,cheek,3.1909,TRUE
pp453,adult,232,bin_0,0,trial6,cheek,8.4497,TRUE
pp453,adult,232,bin_1,1,trial6,cheek,17.5172,TRUE
pp453,adult,232,bin_2,2,trial6,cheek,16.3847,TRUE
pp453,adult,232,bin_3,3,trial6,cheek,16.0684,TRUE
pp453,adult,232,bin_4,4,trial6,cheek,15.4143,TRUE
pp453,adult,232,bin_5,5,trial6,cheek,15.8056,TRUE
pp453,adult,232,bin_6,6,trial6,cheek,14.3862,TRUE
pp453,adult,232,bin_7,7,trial6,cheek,17.3043,TRUE
pp453,adult,232,bin_8,8,trial6,cheek,18.7111,TRUE
pp453,adult,232,bin_9,9,trial6,cheek,18.0346,TRUE
pp453,adult,232,bin_10,10,trial6,cheek,14.5767,TRUE
pp453,child,424,bin_0,0,trial5,brow,7.1355,TRUE
pp453,child,424,bin_1,1,trial5,brow,4.9258,TRUE
pp453,child,424,bin_2,2,trial5,brow,5.8056,TRUE
pp453,child,424,bin_3,3,trial5,brow,5.8963,TRUE
pp453,child,424,bin_4,4,trial5,brow,4.5318,TRUE
pp453,child,424,bin_5,5,trial5,brow,5.482,TRUE
pp453,child,424,bin_6,6,trial5,brow,5.4405,TRUE
pp453,child,424,bin_7,7,trial5,brow,6.8211,TRUE
pp453,child,424,bin_8,8,trial5,brow,6.4142,TRUE
pp453,child,424,bin_9,9,trial5,brow,5.6161,TRUE
pp453,child,424,bin_10,10,trial5,brow,6.2986,TRUE
pp453,child,424,bin_0,0,trial7,cheek,3.3076,TRUE
pp453,child,424,bin_1,1,trial7,cheek,3.2151,TRUE
pp453,child,424,bin_2,2,trial7,cheek,3.6239,TRUE
pp453,child,424,bin_3,3,trial7,cheek,3.0019,TRUE
pp453,child,424,bin_4,4,trial7,cheek,2.8014,TRUE
pp453,child,424,bin_5,5,trial7,cheek,3.6916,TRUE
pp453,child,424,bin_6,6,trial7,cheek,2.636,TRUE
pp453,child,424,bin_7,7,trial7,cheek,2.8771,TRUE
pp453,child,424,bin_8,8,trial7,cheek,3.5124,TRUE
pp453,child,424,bin_9,9,trial7,cheek,3.2529,TRUE
pp453,child,424,bin_10,10,trial7,cheek,3.0535,TRUE
pp453,child,525,bin_0,0,trial1,cheek,3.8822,TRUE
pp453,child,525,bin_1,1,trial1,cheek,4.7444,TRUE
pp453,child,525,bin_2,2,trial1,cheek,5.0182,TRUE
pp453,child,525,bin_3,3,trial1,cheek,4.0454,TRUE
pp453,child,525,bin_4,4,trial1,cheek,3.9274,TRUE
pp453,child,525,bin_5,5,trial1,cheek,3.9929,TRUE
pp453,child,525,bin_6,6,trial1,cheek,3.4648,TRUE
pp453,child,525,bin_7,7,trial1,cheek,3.5619,TRUE
pp453,child,525,bin_8,8,trial1,cheek,3.5237,TRUE
pp453,child,525,bin_9,9,trial1,cheek,4.3161,TRUE
pp453,child,525,bin_10,10,trial1,cheek,3.6139,TRUE
pp453,child,525,bin_0,0,trial8,brow,6.1396,TRUE
pp453,child,525,bin_1,1,trial8,brow,6.1331,TRUE
pp453,child,525,bin_2,2,trial8,brow,5.3829,TRUE
pp453,child,525,bin_3,3,trial8,brow,5.8614,TRUE
pp453,child,525,bin_4,4,trial8,brow,5.8883,TRUE
pp453,child,525,bin_5,5,trial8,brow,5.3425,TRUE
pp453,child,525,bin_6,6,trial8,brow,6.42,TRUE
pp453,child,525,bin_7,7,trial8,brow,6.5154,TRUE
pp453,child,525,bin_8,8,trial8,brow,5.891,TRUE
pp453,child,525,bin_9,9,trial8,brow,5.4933,TRUE
pp453,child,525,bin_10,10,trial8,brow,6.2335,TRUE
pp453,adult,535,bin_0,0,trial7,cheek,4.3873,TRUE
pp453,adult,535,bin_1,1,trial7,cheek,4.0869,TRUE
pp453,adult,535,bin_2,2,trial7,cheek,3.1623,TRUE
pp453,adult,535,bin_3,3,trial7,cheek,3.8441,TRUE
pp453,adult,535,bin_4,4,trial7,cheek,3.6321,TRUE
pp453,adult,535,bin_5,5,trial7,cheek,3.0767,TRUE
pp453,adult,535,bin_6,6,trial7,cheek,3.4114,TRUE
pp453,adult,535,bin_7,7,trial7,cheek,3.6255,TRUE
pp453,adult,535,bin_8,8,trial7,cheek,9.7958,TRUE
pp453,adult,535,bin_9,9,trial7,cheek,13.5151,TRUE
pp453,adult,535,bin_10,10,trial7,cheek,12.9898,TRUE
pp455,child,121,bin_0,0,trial2,brow,22.9694,TRUE
pp455,child,121,bin_1,1,trial2,brow,8.6153,TRUE
pp455,child,121,bin_2,2,trial2,brow,13.2629,TRUE
pp455,child,121,bin_3,3,trial2,brow,10.7921,TRUE
pp455,child,121,bin_4,4,trial2,brow,9.5355,TRUE
pp455,child,121,bin_5,5,trial2,brow,8.3217,TRUE
pp455,child,121,bin_6,6,trial2,brow,8.471,TRUE
pp455,child,121,bin_7,7,trial2,brow,20.4699,TRUE
pp455,child,121,bin_8,8,trial2,brow,27.2653,TRUE
pp455,child,121,bin_9,9,trial2,brow,18.8752,TRUE
pp455,child,121,bin_10,10,trial2,brow,7.9966,TRUE
pp455,child,121,bin_0,0,trial4,cheek,33.8173,TRUE
pp455,child,121,bin_1,1,trial4,cheek,19.0748,TRUE
pp455,child,121,bin_2,2,trial4,cheek,11.2407,TRUE
pp455,child,121,bin_3,3,trial4,cheek,6.6408,TRUE
pp455,child,121,bin_4,4,trial4,cheek,6.9481,TRUE
pp455,child,121,bin_5,5,trial4,cheek,3.9282,TRUE
pp455,child,121,bin_6,6,trial4,cheek,4.443,TRUE
pp455,child,121,bin_7,7,trial4,cheek,4.5278,TRUE
